id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1024462753101370264,Individual bedroom 3,493644675,Tasha,,Dorchester,42.29325,-71.07544,Private room,95,1,14,2024-09-02,3.13,4,254,14,STR-544890
1024531019634122184,C_BOSTON_Small Double 5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.303297338260215,-71.0658498145345,Private room,109,1,9,2024-04-26,0.90,10,63,9,STR-545039
1024531795851771780,A_BOSTON_Small Double 5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30317004114278,-71.06408066401355,Private room,109,1,14,2024-06-08,1.37,10,289,14,STR-525122
1024561018402020307,B_BOSTON_Triple Bed  5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30326017552693,-71.06580831446388,Private room,109,1,2,2023-12-20,0.19,10,314,2,STR-525122
1024569526167610408,Back Bay Simple Studio Apartment,365116307,Healing Homes,,Back Bay,42.34236997709145,-71.08229194664042,Entire home/apt,238,1,33,2024-08-23,3.30,59,310,33,Exempt: This listing is a unit that has contracts with hospitals
1024613337672259170,Harmonious South End Studio,365116307,Healing Homes,,Back Bay,42.34439365760706,-71.08243918077443,Entire home/apt,245,1,24,2024-09-01,2.94,59,251,24,Exempt: This listing is a unit that has contracts with hospitals
1024619760413189187,Artisan Brick South End Loft,365116307,Healing Homes,,Back Bay,42.342063611848786,-71.08293509872813,Entire home/apt,255,1,24,2024-09-04,2.62,59,317,24,Exempt: This listing is a unit that has contracts with hospitals
1024625975476874232,(4GA) A Beacon Hill Favorite! Private Entrance!,331225367,Foster,,Beacon Hill,42.35923,-71.06807,Entire home/apt,225,1,44,2024-09-11,4.77,77,118,44,STR-531165
1024642924142042035,South End Serene Studio,365116307,Healing Homes,,Back Bay,42.34366249280002,-71.08360600228824,Entire home/apt,260,1,16,2024-08-27,1.61,59,324,16,Exempt: This listing is a unit that has contracts with hospitals
1024653749331420285,"Modern Cozy 65"" Smart HDTV Boston Famous Nightlife",73341042,Natalia,,Downtown,42.35053530592508,-71.06397943403081,Entire home/apt,262,1,36,2024-09-13,3.80,2,75,36,STR-545048
1024683104454233170,Sleek Back Bay Studio,365116307,Healing Homes,,Back Bay,42.34384134651872,-71.08238685739447,Entire home/apt,354,1,20,2024-08-24,2.12,59,319,20,Exempt: This listing is a unit that has contracts with hospitals
1024683121380587770,Old Charm Back Bay Studio Apt,365116307,Healing Homes,,South End,42.34177252522688,-71.08264023241773,Entire home/apt,218,1,19,2024-09-02,2.15,59,276,19,Exempt: This listing is a unit that has contracts with hospitals
1024695555419416310,Cozy Fenway 1BR Walk to MIT,382451810,Healing Homes,,Back Bay,42.35012,-71.08983,Entire home/apt,257,1,33,2024-08-27,3.63,72,226,33,Exempt: This listing is a unit that has contracts with hospitals
1024708323055242322,Quiet Studio Circa South End,365116307,Healing Homes,,South End,42.34157,-71.08288,Entire home/apt,316,1,19,2024-09-02,2.13,59,341,19,Exempt: This listing is a unit that has contracts with hospitals
1024722685916259203,Retro Studio on Quiet Street,365116307,Healing Homes,,Back Bay,42.34333,-71.08438,Entire home/apt,266,1,13,2024-09-02,1.47,59,334,13,
1024726941744490674,Stunning 1BR | Steps to Fenway!,382451810,Healing Homes,,Fenway,42.34875257267978,-71.09304196081419,Entire home/apt,294,1,43,2024-09-03,4.24,72,227,43,Exempt: This listing is a unit that has contracts with hospitals
1024732228158881755,Renovated One Bedroom in Back Bay,9410008,Jason,,Back Bay,42.34977689999999,-71.089541,Entire home/apt,309,10,17,2024-09-01,1.82,16,92,17,STR-544863
1024732641514274936,Cozy Studio near Prudential Ctr,365116307,Healing Homes,,Back Bay,42.34287738519131,-71.08209223575341,Entire home/apt,290,1,16,2024-08-10,2.58,59,320,16,Exempt: This listing is a unit that has contracts with hospitals
1024735189768789280,Quaint Studio Apartment Back Bay,365116307,Healing Homes,,South End,42.34155,-71.08211,Entire home/apt,280,1,14,2024-09-02,1.40,59,300,14,Exempt: This listing is a unit that has contracts with hospitals
1024742511565966009,Comfy 3 Bedroom Close To Boston,5618949,Alan,,Roslindale,42.2774958769213,-71.11892810423439,Entire home/apt,179,3,11,2024-08-15,1.11,13,59,11,STR-419049
1024750087521979013,Elegant Prudential Area Studio,365116307,Healing Homes,,Back Bay,42.342067545921516,-71.0836660312082,Entire home/apt,263,1,23,2024-09-02,2.30,59,298,23,
1024754176907535505,Great Location Queen Bed w/ Desk,130680380,Jodie,,North End,42.36685,-71.05501,Private room,115,3,3,2024-08-07,0.72,28,356,3,STR-476426
1024766639203763026,Prudential Area Loft Retreat,365116307,Healing Homes,,Fenway,42.34194771161767,-71.08430150008486,Entire home/apt,284,1,14,2024-08-26,1.53,59,328,14,Exempt: This listing is a unit that has contracts with hospitals
1024772413434206757,Cozy & Modern 1 Br | Kenmore Sq!,382451810,Healing Homes,,Fenway,42.34753,-71.09471,Entire home/apt,257,1,45,2024-08-25,5.44,72,236,45,Exempt: This listing is a unit that has contracts with hospitals
1024779410341221861,Serene South End Studio,365116307,Healing Homes,,Back Bay,42.34353957274735,-71.08375864700918,Entire home/apt,245,1,22,2024-08-26,2.27,59,331,22,Exempt: This listing is a unit that has contracts with hospitals
1024781489703994859,Studio Close to Longwood Medical,365116307,Healing Homes,,Longwood Medical Area,42.34197,-71.10255,Entire home/apt,272,1,31,2024-08-25,3.55,59,219,31,Exempt: This listing is a unit that has contracts with hospitals
1024786319245833541,Tranquil South End Studio,365116307,Healing Homes,,Back Bay,42.34442,-71.08269,Entire home/apt,233,1,20,2024-09-01,2.33,59,344,20,
1024791811447304226,Awesome Apt in the Heart of Back Bay!,423270067,Harry And Susie,,Back Bay,42.34389,-71.08317,Entire home/apt,1054,1,2,2024-03-25,0.25,10,48,2,Exempt: This listing is a hotel or motel
1024909047168877138,Bright & Spacious Fenway Studio,365116307,Healing Homes,,Fenway,42.34388487415769,-71.10380212162876,Entire home/apt,231,1,43,2024-08-30,4.40,59,43,43,Exempt: This listing is a unit that has contracts with hospitals
1024913449187984636,Savin Hill 2BR Renovated Gem,31340713,Kama,,Dorchester,42.31112917465658,-71.04576539654865,Entire home/apt,316,29,0,,,33,323,0,
1024957968489135882,D_BOSTON_Triple Bed  5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30309,-71.0657,Private room,109,1,9,2024-08-01,0.88,10,168,9,STR-545039
1024967885283505532,H_BOSTON_Triple Bed  5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30362,-71.066,Private room,118,1,15,2024-05-01,1.51,10,174,15,STR-545056
1024968111334874972,G_BOSTON_Small Double 5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30131,-71.0647,Private room,109,1,12,2024-05-08,1.21,10,153,12,STR-545056
1024968403716975800,F_BOSTON_Triple Bed  5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30322,-71.06434,Private room,109,1,7,2024-05-31,0.71,10,169,7,STR-545056
1024968770724383641,E_BOSTON_Small Double 5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30150250313112,-71.06572356187951,Private room,109,1,19,2024-08-02,1.89,10,157,19,STR-545039
1025011120019358023,Downtown on Boston Common.1,757253,Lee,,Downtown,42.35122514726618,-71.06298213008692,Entire home/apt,235,1,55,2024-09-17,5.69,9,347,55,Exempt: This listing is a unit used for furnished institutional or business stays
1025264703281838816,Studio Apt Steps to Hospitals,365116307,Healing Homes,,Fenway,42.34709,-71.10403,Entire home/apt,195,1,47,2024-09-02,5.76,59,29,47,Exempt: This listing is a unit that has contracts with hospitals
1025278678755856566,Charming Theater District 1Br,365116307,Healing Homes,,Downtown,42.35055,-71.06672,Entire home/apt,296,1,30,2024-08-22,3.47,59,321,30,
1025323016607042934,Quaint Studio | Close to Fenway,382451810,Healing Homes,,Back Bay,42.34245641956058,-71.0820513496512,Entire home/apt,269,1,16,2024-08-31,1.73,72,321,16,Exempt: This listing is a unit that has contracts with hospitals
1025374673142495263,Beautiful Studio | Downtown | Near The T 6401,212359760,Mohammed Radi,,Downtown,42.351690883717055,-71.06329558806443,Entire home/apt,194,1,27,2024-09-15,3.16,63,321,27,Exempt: This listing is a unit that has contracts with hospitals
1025377111250547858,Lovely South End Studio,382451810,Healing Homes,,Back Bay,42.34329199398011,-71.08394204665626,Entire home/apt,311,1,11,2024-06-24,1.23,72,178,11,Exempt: This listing is a unit that has contracts with hospitals
1025382253340342306,"Modern, Chic 2 BR Apartment",365116307,Healing Homes,,Downtown,42.35691,-71.06234,Entire home/apt,411,1,58,2024-09-04,6.26,59,279,58,Exempt: This listing is a unit that has contracts with hospitals
1025387432542746150,Charming South End Studio Apt,382451810,Healing Homes,,Back Bay,42.34362403385152,-71.08365587501633,Entire home/apt,287,1,26,2024-08-26,2.61,72,327,26,Exempt: This listing is a unit that has contracts with hospitals
1025396128093310233,Peaceful Studio Close to Fenway,382451810,Healing Homes,,Fenway,42.341818077233306,-71.0837755947387,Entire home/apt,254,1,13,2024-08-23,1.39,72,341,13,Exempt: This listing is a unit that has contracts with hospitals
1025403685732594353,Large Victorian Back Bay 1BR,382451810,Healing Homes,,Back Bay,42.34943,-71.08779,Entire home/apt,441,1,3,2024-04-16,0.31,72,0,3,Exempt: This listing is a unit that has contracts with hospitals
1025404117677575559,Centrally Located Basic Studio,382451810,Healing Homes,,Back Bay,42.34354,-71.08395,Entire home/apt,245,1,34,2024-08-02,3.59,72,311,34,Exempt: This listing is a unit that has contracts with hospitals
1025406230744831882,Wonderful South End Studio,382451810,Healing Homes,,Back Bay,42.343809818232536,-71.08242783624482,Entire home/apt,264,1,15,2024-06-22,1.62,72,335,15,Exempt: This listing is a unit that has contracts with hospitals
1025419038360407436,Spacious Studio! | Back Bay,382451810,Healing Homes,,Back Bay,42.343566208390506,-71.08363189319233,Entire home/apt,274,1,21,2024-08-30,2.19,72,326,21,Exempt: This listing is a unit that has contracts with hospitals
1025420770925726257,"Airy, Pet-friendly, FiDi studio",382451810,Healing Homes,,Downtown,42.35524926271063,-71.05802316807171,Entire home/apt,298,1,34,2024-08-25,3.41,72,320,34,STR-466828
1025422661129027829,Petit Garden Level Micro Studio,382451810,Healing Homes,,Back Bay,42.343830675670546,-71.08398188222802,Entire home/apt,226,1,23,2024-09-02,3.81,72,318,23,Exempt: This listing is a unit that has contracts with hospitals
1025423935350953497,Lovely Studio Apt | South End,382451810,Healing Homes,,Back Bay,42.34328,-71.0824,Entire home/apt,253,1,31,2024-09-01,3.81,72,292,31,Exempt: This listing is a unit that has contracts with hospitals
1025434565460065673,Modern Studio Close to Back Bay,382451810,Healing Homes,,South End,42.34182952779275,-71.08200157160317,Entire home/apt,317,1,0,,,72,323,0,Exempt: This listing is a unit that has contracts with hospitals
1025436496698768744,Comfy Back Bay Alcove Studio Apt,382451810,Healing Homes,,Back Bay,42.34359614160613,-71.08379113931848,Entire home/apt,333,1,21,2024-08-27,2.09,72,329,21,Exempt: This listing is a unit that has contracts with hospitals
1025448402116944193,Sunkissed Studio near South End,382451810,Healing Homes,,Back Bay,42.343189542397226,-71.08424337525861,Entire home/apt,337,1,29,2024-09-03,4.33,72,203,29,Exempt: This listing is a unit that has contracts with hospitals
1025453548901747932,South End Serene Studio,382451810,Healing Homes,,Back Bay,42.344,-71.08199,Entire home/apt,265,1,8,2024-09-04,0.92,72,285,8,
1025458498827538464,Chic Metro South End Studio,382451810,Healing Homes,,Back Bay,42.344074267889255,-71.08236483875825,Entire home/apt,279,1,15,2024-05-20,1.96,72,326,15,Exempt: This listing is a unit that has contracts with hospitals
1025460229314814064,Modern South-End Studio Apt,382451810,Healing Homes,,Back Bay,42.34306,-71.08202,Entire home/apt,249,1,28,2024-09-03,3.10,72,345,28,Exempt: This listing is a unit that has contracts with hospitals
1025468669310444393,Cozy South End Loft,382451810,Healing Homes,,Back Bay,42.34399,-71.08202,Entire home/apt,273,1,20,2024-08-31,2.17,72,319,20,Exempt: This listing is a unit that has contracts with hospitals
1025469496917369707,South End Serene Studio,382451810,Healing Homes,,South End,42.34209609390428,-71.08235489107591,Entire home/apt,222,1,43,2024-09-01,4.56,72,295,43,Exempt: This listing is a unit that has contracts with hospitals
1025474252988412689,Airy Studio | South End,382451810,Healing Homes,,Back Bay,42.34413,-71.0841,Entire home/apt,232,1,28,2024-08-25,4.72,72,312,28,Exempt: This listing is a unit that has contracts with hospitals
1025476764139643869,Vibrant Studio!  Back Bay,382451810,Healing Homes,,Back Bay,42.342022653894986,-71.08380662426335,Entire home/apt,243,1,32,2024-08-25,3.15,72,343,32,Exempt: This listing is a unit that has contracts with hospitals
1025478210021973541,Cozy Central South End Studio,382451810,Healing Homes,,Back Bay,42.342014849620426,-71.08287295462696,Entire home/apt,301,1,30,2024-08-31,3.24,72,347,30,Exempt: This listing is a unit that has contracts with hospitals
1025488906006571995,"Serene Studio, Cozy Atmosphere",382451810,Healing Homes,,Fenway,42.342007143035076,-71.08401821448507,Entire home/apt,259,1,34,2024-08-03,3.72,72,331,34,Exempt: This listing is a unit that has contracts with hospitals
1025498852099604411,Spacious 2BR | Keyless Entry,382451810,Healing Homes,,Downtown,42.35806851437237,-71.05307280691564,Entire home/apt,491,1,55,2024-08-31,6.07,72,302,55,Exempt: This listing is a unit that has contracts with hospitals
1025501567708464630,Charming Studio Apt! | Back Bay,365116307,Healing Homes,,Back Bay,42.3440988965062,-71.08289709964436,Entire home/apt,259,1,43,2024-08-25,4.74,59,336,43,Exempt: This listing is a unit that has contracts with hospitals
1025507657330232742,Peaceful Back Bay Studio,382451810,Healing Homes,,Back Bay,42.344169909621115,-71.0826014834566,Entire home/apt,246,1,24,2024-08-31,3.27,72,343,24,Exempt: This listing is a unit that has contracts with hospitals
1025535755789264796,Modern Studio | South End,365116307,Healing Homes,,South End,42.34264797340697,-71.08177323575158,Entire home/apt,414,1,28,2024-08-31,2.96,59,1,28,Exempt: This listing is a unit that has contracts with hospitals
1025555110634062758,Modern Apt. Theater District. BOST. Common.2,757253,Lee,,Downtown,42.3533868940093,-71.0635582269302,Entire home/apt,260,1,62,2024-09-13,6.12,9,0,62,Exempt: This listing is a unit used for furnished institutional or business stays
1025556871044967026,Stellar South End Studio,365116307,Healing Homes,,Back Bay,42.34382,-71.08281,Entire home/apt,238,1,19,2024-08-27,1.86,59,343,19,Exempt: This listing is a unit that has contracts with hospitals
1025694537530036286,Red Sox 3.1 NEU. Longwood Med.,757253,Lee,,Fenway,42.3416,-71.09813,Entire home/apt,260,1,51,2024-09-06,5.03,9,354,51,Exempt: This listing is a unit used for furnished institutional or business stays
1025714468952765101,Red Sox. 2.1. Longwood. NEU.,757253,Lee,,Fenway,42.343913454583515,-71.10071764286766,Entire home/apt,260,1,63,2024-09-12,6.26,9,353,63,Exempt: This listing is a unit used for furnished institutional or business stays
1025977086579039826,Spacious Back Bay Condo with Great Amenities!,423270067,Harry And Susie,,Back Bay,42.34537,-71.0828,Entire home/apt,1307,1,10,2024-08-25,1.57,10,48,10,Exempt: This listing is a hotel or motel
1025982793705487066,Perfect Location! Great Amenities Included!,423270067,Harry And Susie,,Back Bay,42.34426,-71.0814,Entire home/apt,1097,1,6,2024-08-29,1.49,10,44,6,Exempt: This listing is a hotel or motel
1026036520693800417,Ideal for long stays | Boston studio on top floor,416027128,R Living,,Brighton,42.34807,-71.14465,Entire home/apt,168,29,29,2024-09-03,2.93,20,350,29,Exempt: This listing is a unit that has contracts with hospitals
1026045057094235521,Top-Floor 2BR: Renovated Bliss!,89227862,Paul,,Brighton,42.341049635543165,-71.14248593833825,Entire home/apt,369,28,3,2024-06-02,0.48,21,319,3,Exempt: This listing is a unit used for furnished institutional or business stays
1026075667055642154,Outstanding 2 Bed Apt in Heart of Back Bay!,423270067,Harry And Susie,,Back Bay,42.34370779397959,-71.08341092557524,Entire home/apt,733,1,3,2024-06-15,0.57,10,44,3,Exempt: This listing is a hotel or motel
1026113491616941066,Queen Private Room North End,130680380,Jodie,,North End,42.366512020549024,-71.0571051097772,Private room,111,3,3,2024-03-31,0.47,28,343,3,STR-476426
1026125243114959387,Luxury 2BD/2BA Near Logan Airport and T station 3671,212359760,Mohammed Radi,,East Boston,42.38655114479819,-71.00718600304545,Entire home/apt,232,1,48,2024-09-08,4.69,63,344,48,Exempt: This listing is a unit that has contracts with hospitals
1026186887783899689,Private Room in North End,130680380,Jodie,,North End,42.36581082834898,-71.05718564362562,Private room,210,3,0,,,28,305,0,STR-461702
1026270309100118119,2nd floor Modern Apt,14338444,Jason,,Roslindale,42.28964365927628,-71.12413762465063,Entire home/apt,,2,5,2024-09-01,0.53,2,231,5,STR-544729
1026317021252160920,Great Location Queen Bed w/ Desk,130680380,Jodie,,North End,42.36488,-71.0569,Private room,119,3,0,,,28,359,0,STR-476426
1026327739731782249,I_BOSTON_Triple Bed  5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30347,-71.06532,Private room,109,1,13,2024-05-25,1.33,10,231,13,STR-545057
1026362161200989443,J_BOSTON_Triple Bed  5 min Fields Corner Station,351582312,Daniel,,Dorchester,42.30145,-71.06463,Private room,109,1,16,2024-08-23,1.61,10,178,16,STR-545057
1026381874760153877,"Large 3 Bed, 2 Bath in North End; Near Waterfront",130680380,Jodie,,North End,42.365513031238535,-71.05496857134477,Entire home/apt,478,3,25,2024-09-02,3.66,28,303,25,STR-476426
1026432267704226164,High-end 3BR 2BA unit in Seaport,163848078,Adam,,South Boston Waterfront,42.34966717309451,-71.04544281076248,Entire home/apt,592,3,26,2024-09-03,2.98,53,196,26,Str-164996
1026445304332098499,High-end 2BR 2BA unit in Seaport,163848078,Adam,,South Boston Waterfront,42.34794366065614,-71.0443237645168,Entire home/apt,556,5,15,2024-08-24,1.74,53,202,15,Str-079256
1026603285534924595,Pefect Studio With Flexible Cancellations!,244600805,Bay Village,,Bay Village,42.348,-71.07093,Private room,102,2,4,2024-06-29,0.75,13,150,4,STR-415222
1026605528170927879,Perfect Boston Studio,285344759,Bv,,Bay Village,42.34893,-71.07089,Entire home/apt,186,3,10,2024-08-09,1.35,19,158,10,
1026605989973295704,Gem Studio With Flexible Cancellations!,285344759,Bv,,South End,42.34718,-71.07019,Private room,101,3,3,2024-08-04,0.83,19,157,3,STR-415222
1026606296170848417,Private Studio in Boston's Bay Village!,285344759,Bv,,Bay Village,42.34886,-71.07092,Entire home/apt,186,3,4,2024-07-14,0.80,19,161,4,
1026608436659640687,"Bay VIllage Suite, Ready To Host!",285344759,Bv,,Bay Village,42.34831,-71.06852,Entire home/apt,171,3,7,2024-09-01,0.93,19,153,7,STR-415225
1026608803166312816,Bay Village Suites: Looking Forward To Hosting You,285344759,Bv,,Bay Village,42.34792108567808,-71.07042994683924,Entire home/apt,171,2,3,2024-09-01,0.31,19,154,3,STR-415225
1026609523593802048,Come Visit Boston and Stay In Our Homey Studio,205269848,Temple Place,,Downtown,42.35474,-71.06129,Entire home/apt,,3,8,2024-08-06,1.86,10,0,8,str-557156
1026784131761453243,Nurses Getaway! 1BR | W/D | near Tufts,9419684,Churchill,,Chinatown,42.352093,-71.06081,Entire home/apt,650,1,25,2024-08-30,2.58,7,362,25,Exempt: This listing is a unit that has contracts with hospitals
1026789522675060376,Spacious 1BR Apt | Kitchen | Gym | Pool | Boston,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,498,1,1,2024-02-18,0.14,7,349,1,Exempt: This listing is a hotel or motel
1026789531332469095,Stylish Studio Apt | Kitchen | Pool | Gym | Boston,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,456,1,12,2024-08-09,1.32,7,364,12,Exempt: This listing is a hotel or motel
1026881020338377944,Queen Bedroom in the North End,130680380,Jodie,,Downtown,42.367300463347256,-71.05894778339331,Private room,,3,0,,,28,0,0,STR-461702
1026882119546282724,Cozy studio in downtown Boston 8584,212359760,Mohammed Radi,,Downtown,42.35331100379744,-71.06315981790692,Entire home/apt,178,1,31,2024-09-17,3.08,63,0,31,Exempt: This listing is a unit that has contracts with hospitals
1027589412472932891,Boston Sox / Fenway / MFA /NEU.2,757253,Lee,,Fenway,42.34294911977461,-71.10073589596554,Entire home/apt,260,1,46,2024-09-12,4.83,9,300,46,Exempt: This listing is a unit used for furnished institutional or business stays
1028623429000193719,Sunny and Spacious in Boston,547315892,Jackie,,Brighton,42.345408608126064,-71.13646275760625,Entire home/apt,,3,0,,,1,0,0,
1029167143567713293,Pristine 1Bed in Savin Hill,89227862,Paul,,Dorchester,42.3110171446072,-71.04571792635852,Entire home/apt,178,2,7,2024-08-02,0.97,21,276,7,Exempt: This listing is a unit used for furnished institutional or business stays
1029205665203211474,Elevator-Accessible 1Bedroom Near MBTA,89227862,Paul,,Brighton,42.33908853765334,-71.14614327803156,Entire home/apt,286,2,5,2024-07-23,1.22,21,320,5,Exempt: This listing is a unit used for furnished institutional or business stays
1029261832342155041,Charming 2-Bedroom w/ Private Entry at Ground Lvl,89227862,Paul,,Allston,42.35141211329271,-71.13437073420752,Entire home/apt,272,2,10,2024-07-23,1.17,21,357,10,Exempt: This listing is a unit used for furnished institutional or business stays
1029455033127386383,"Fenway Luxe 2BR, Elev, Laundry",89227862,Paul,,Fenway,42.346299772512566,-71.10374299850027,Entire home/apt,362,2,8,2024-09-06,0.87,21,336,8,Exempt: This listing is a unit used for furnished institutional or business stays
1029469899328221575,Modern 2BR/2BA Gem - South End,89227862,Paul,,Roxbury,42.33603174867276,-71.08354448018072,Entire home/apt,469,2,26,2024-08-19,2.93,21,306,26,Exempt: This listing is a unit used for furnished institutional or business stays
1029520750095034001,Chic 2BR with Modern Comforts,89227862,Paul,,Roxbury,42.33726,-71.08532,Entire home/apt,287,2,20,2024-08-23,2.14,21,324,20,Exempt: This listing is a unit used for furnished institutional or business stays
1029545665213050410,"Modern,0.2 mile to Northeastern, in unit laundry",89227862,Paul,,Roxbury,42.337738979566495,-71.08352599689171,Entire home/apt,324,2,16,2024-08-31,2.58,21,124,16,Exempt: This listing is a unit used for furnished institutional or business stays
1029556914583151504,South End 2BR/2BA Luxury Retreat,89227862,Paul,,Roxbury,42.335904295225376,-71.08357772202781,Entire home/apt,345,2,14,2024-09-03,1.69,21,262,14,Exempt: This listing is a unit used for furnished institutional or business stays
1029728542704948158,"Chic 3BR, Green Line & Colleges",89227862,Paul,,Brighton,42.33768811284569,-71.15205208644699,Entire home/apt,432,2,4,2024-03-21,0.43,21,242,4,Exempt: This listing is a unit used for furnished institutional or business stays
1029820108590346500,Stylish 2BR in Downtown Boston 5080,212359760,Mohammed Radi,,Downtown,42.35280833611216,-71.06347340299146,Entire home/apt,233,1,20,2024-09-05,2.17,63,313,20,Exempt: This listing is a unit that has contracts with hospitals
1029841788256905786,Central Beacon Hill 2brm,2006852,Jay,,West End,42.36142206052489,-71.06718317321649,Entire home/apt,277,1,38,2024-08-30,4.35,16,214,38,STR-445052
1029880678955798326,Boston Studio w Off Street Parking,32918127,Luke,,Mission Hill,42.331826631963025,-71.09736513873773,Entire home/apt,120,1,43,2024-08-29,4.33,1,113,43,STR-468749
1029937731887523436,Historic Modern Brownstone,72298155,Rebecca,,Roxbury,42.328316886559094,-71.09606372223317,Entire home/apt,150,1,41,2024-09-02,4.69,2,244,41,STR-461707
1030368634123956712,Luxury 2bd 2bath,28929296,Seif,,South End,42.34603623340799,-71.06511508638758,Entire home/apt,443,1,30,2024-09-15,3.17,3,214,30,STR-719637
1030597361107856040,Cozy 1 bedroom,119007535,Kenneth,,Mission Hill,42.3307289,-71.0967367,Entire home/apt,133,1,21,2024-09-02,6.06,2,54,21,STR-445899
1030938659386075468,"Blueground | South End, gym & w/d, nr groceries",107434423,Blueground,,South End,42.3462121,-71.0630079,Entire home/apt,253,32,0,,,355,110,0,
1031272579687666797,Cozy 3-Bd Apartment in Boston!,542004310,Ana,,Roslindale,42.2781483,-71.1284481,Entire home/apt,236,2,19,2024-09-08,3.93,1,51,19,STR-549429
1031483909607392893,Welcoming Private Studio for One!,244600805,Bay Village,,South End,42.34756,-71.07024,Private room,101,2,7,2024-08-31,1.11,13,153,7,STR-415223
1031926961776255183,Beautiful 2BR in Theatre District Boston 9573,212359760,Mohammed Radi,,Downtown,42.35145,-71.06529,Entire home/apt,222,1,43,2024-09-14,4.74,63,310,43,Exempt: This listing is a unit that has contracts with hospitals
1032705737424972566,Modern Efficiency Studio Awaits Your Stay!,244600805,Bay Village,,South End,42.34733504895169,-71.07050985892064,Private room,154,2,2,2024-08-28,0.58,13,161,2,STR-415226
1033457174838607134,3 Bedroom ideal location,119007535,Kenneth,,Roxbury,42.330154258731774,-71.09601792971851,Entire home/apt,187,1,21,2024-08-20,5.34,2,40,21,STR-445907
1033995652389074187,Duplex Beacon Hill 1brm,2006852,Jay,,West End,42.36194,-71.06897,Entire home/apt,207,1,24,2024-08-18,2.83,16,233,24,STR-445054
1034145517976170721,Private room & bathroom at West Roxbury near MBTA,12102465,Jorge E,,West Roxbury,42.278400687430796,-71.17125314973755,Private room,89,5,4,2024-08-12,0.77,1,225,4,STR-548111
1034827760518338192,Private 1st flr Charlestown Apt,22289025,Jeff,,Charlestown,42.37770359665365,-71.06133808177343,Entire home/apt,365,1,1,2024-04-16,0.19,1,266,1,STR-554674
1034864621915078229,"Black Friday! 233/3 Cozy modern apartment, Boston",548573234,Peter,,Dorchester,42.30688833307327,-71.07631241291338,Entire home/apt,,1,25,2024-09-12,2.71,4,317,25,STR-545964
1034870261962605111,Black Friday! 233/1 Entire modern apartment Boston,548573234,Peter,,Dorchester,42.3075175,-71.0754278,Entire home/apt,,1,27,2024-09-02,2.98,4,332,27,STR-545962
1034948252602896805,Fenway 2 bedroom 2 bath condo,163848078,Adam,,Fenway,42.34453,-71.10552,Entire home/apt,599,29,0,,,53,269,0,STR-466119
1034964011177404808,Luxury 2BD/2BA Near Logan Airport and T station 8704,212359760,Mohammed Radi,,East Boston,42.38633,-71.00582,Entire home/apt,253,1,42,2024-09-08,4.38,63,323,42,Exempt: This listing is a unit that has contracts with hospitals
1034964133413058666,Luxury 3BD/2BA Near Logan Airport and T station 6046,212359760,Mohammed Radi,,East Boston,42.38765607760041,-71.00718417701003,Entire home/apt,289,1,36,2024-09-17,3.99,63,308,36,Exempt: This listing is a unit that has contracts with hospitals
1034984412653027516,Luxurious 2BR 2BA unit in Fenway,163848078,Adam,,Longwood Medical Area,42.34108,-71.10539,Entire home/apt,499,29,1,2024-02-17,0.14,53,364,1,STR-466119
1034985845805889041,Individual Bedroom 1,493644675,Tasha,,Dorchester,42.29246920000001,-71.07625190000002,Private room,95,1,23,2024-09-02,2.94,4,345,23,STR-544890
1035386828305538842,III New apartment Luxury Boston,362014108,Jean- Luc,,Dorchester,42.30733500140108,-71.06698018804586,Entire home/apt,104,3,8,2024-08-28,1.40,5,324,8,STR-547011
1035432333747781447,2 min Walk to Airport,217617282,Beaux,,East Boston,42.37567,-71.0304,Entire home/apt,216,1,54,2024-08-28,5.57,5,247,54,STR-546064
1035464589578010933,II New apartment Luxury inBoston,362014108,Jean- Luc,,Dorchester,42.30685358840152,-71.06593783681168,Entire home/apt,105,3,10,2024-08-25,1.26,5,301,10,STR-547010
1035579679611233693,Lux 1BR w/ Amenities in Seaport,20857768,Compass,,South Boston Waterfront,42.350558867087905,-71.04369046697286,Entire home/apt,260,29,1,2024-02-15,0.14,20,261,1,
1035592065390102452,I New apartment Luxury in Boston,362014108,Jean- Luc,,Dorchester,42.30581260716941,-71.06562784951751,Entire home/apt,115,3,20,2024-08-20,2.11,5,332,20,STR-547003
1035614722596471076,Brand New 1 BR | 1 BA on Charles St,9410008,Jason,,Beacon Hill,42.35862,-71.0707,Entire home/apt,344,10,15,2024-09-03,1.85,16,100,15,STR-544867
