id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36237250,"Staypineapple Boston, Back Bay King",270119796,A Delightful Hotel,,South End,42.34692,-71.07065,Private room,535,1,767,2024-09-12,13.07,2,354,81,Exempt: This listing is a hotel or motel
36263543,walking into summer,260306464,Tim,,Fenway,42.34504,-71.09446,Private room,,91,0,,,1,0,0,
36269751,"The Godfrey Hotel Boston, Double Queen",266560394,The Godfrey Hotel,,Downtown,42.35445,-71.06176,Private room,,1,13,2024-02-23,0.24,1,268,4,Exempt: This listing is a hotel or motel
36282491,"Staypineapple Boston, South End Corner King",270119796,A Delightful Hotel,,South End,42.34692,-71.07065,Private room,553,1,29,2023-12-04,0.50,2,342,1,Exempt: This listing is a hotel or motel
36291586,Luxury Back Bay studio on Prestigious Marlborough,155595193,Michelle,,Back Bay,42.35,-71.08718,Entire home/apt,130,32,0,,,9,321,0,
36370563,"Charlestown houseboat, walk to Boston attractions",3029783,Deborah,,Charlestown,42.37482,-71.05098,Entire home/apt,219,2,37,2024-07-15,0.59,3,320,7,STR-416892
36529493,Dada’s sweet home in Brookline,112783203,Amanda,,Brighton,42.33738,-71.15112,Private room,,91,1,2019-07-28,0.02,1,0,0,
36551230,Boston Rooftop Retreat,2964887,Chandra,,Roxbury,42.32899,-71.09594,Entire home/apt,241,2,274,2024-09-08,4.46,1,206,46,STR-480856
36558814,"The Whitney Boston, Classic Double Queen",270304636,The  Whitney Hotel,,West End,42.36146,-71.07193,Private room,942,1,0,,,2,350,0,Exempt: This listing is a hotel or motel
36559003,"The Whitney Boston, Charles River View King",270304636,The  Whitney Hotel,,Beacon Hill,42.36018,-71.0725,Private room,1000,1,0,,,2,288,0,Exempt: This listing is a hotel or motel
36565227,South Boston Penthouse with Private Roof Deck,1849529,Christina,,South Boston,42.33184,-71.05062,Entire home/apt,86,29,1,2019-11-17,0.02,1,82,0,STR-416312
36587216,Private Master Suite & Large Livingroom in Boston,10197317,Shannon,,South Boston,42.33487,-71.04956,Private room,200,29,3,2023-09-02,0.18,7,365,0,STR-461452
36596382,"Bright, spacious, home to call home.",29342116,Brian,,Roslindale,42.28767,-71.14229,Entire home/apt,,29,5,2022-10-17,0.09,1,28,0,STR-416681
36621324,Sunny and Spacious Furnished Brighton Studio,266312920,STARS Of,,Brighton,42.34152,-71.15477,Entire home/apt,145,30,6,2023-05-28,0.10,35,324,0,Exempt: This listing is a unit used for furnished institutional or business stays
36621741,Great 1 bedrm apt in a great location,266312920,STARS Of,,Brighton,42.33983,-71.14692,Entire home/apt,195,29,1,2020-12-13,0.02,35,238,0,
36621742,"Sunny, Renovated, Furnished 1-Bed",266312920,STARS Of,,Brighton,42.34024,-71.14564,Entire home/apt,,29,1,2024-07-29,0.58,35,226,1,
36622810,Boston Harbor 2 bedroom/2 bath with free parking,65820663,Elly,,Charlestown,42.3765,-71.05067,Entire home/apt,311,2,285,2024-09-15,4.64,1,269,66,STR-400340
36636807,"Clean,beautiful room in Brighton -AC and parking .",251933716,Merve,,Brighton,42.35723,-71.16381,Private room,,91,2,2019-07-21,0.03,2,0,0,
36664626,Luxury Amenities - Close to Convention Center,154342968,Sarah,,South Boston Waterfront,42.35031,-71.04704,Entire home/apt,,91,2,2019-08-27,0.03,1,0,0,
36687285,Private condo great for work trips,463127,Janice,,South End,42.33735,-71.07565,Entire home/apt,,91,1,2019-08-14,0.02,1,0,0,
36733785,Master bedroom w/ private bath - close to airport,15943555,Monya,,East Boston,42.38002,-71.04008,Private room,,1,1,2019-08-11,0.02,4,0,0,STR-387383
36766020,Bright room in an amazing location.AC and parking,251933716,Merve,,Brighton,42.35562,-71.16375,Private room,,91,1,2019-08-11,0.02,2,0,0,
36829501,"Back Bay -close to hospitals, colleges and subway!",38997,Michelle,,Fenway,42.34591,-71.09201,Entire home/apt,120,32,0,,,13,317,0,
36977405,A Lovely Private Victorian Studio with Kitchenette,29218948,Aaron & Catherine,,Dorchester,42.31583,-71.06822,Private room,135,1,168,2024-07-30,2.68,3,133,23,STR-445535
37021350,Elegant & Clean Room close to Subway and Downtown,2707695,Roman,,Dorchester,42.3138,-71.05331,Private room,75,29,19,2024-05-19,0.30,3,137,2,STR-408019
37068313,"Blueground | S. Boston, gym & doorman, nr t",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,232,32,2,2022-02-05,0.05,355,272,0,
37092569,"Cute, quiet 2br house near South End",266009,Joanie,,Roxbury,42.32469,-71.08392,Entire home/apt,,21,23,2022-11-18,0.37,1,0,0,STR-463246
37145151,Luxury Boston Condo,63009899,Joseph,,East Boston,42.36843,-71.03664,Entire home/apt,,3,17,2023-05-20,0.27,1,0,0,STR-528817
37152036,Sonder The Hancock | Superior 1BR Apartment,224829568,Sonder (Boston),,Beacon Hill,42.35867,-71.0651,Entire home/apt,409,1,139,2024-08-25,2.25,20,341,33,STR-918313
37253472,Sonder The Hancock | Ground-Level Queen Studio,224829568,Sonder (Boston),,Beacon Hill,42.36075,-71.06364,Entire home/apt,265,1,143,2024-08-28,2.47,20,292,12,Exempt: This listing is a hotel or motel
37296051,Back Bay 1 BR with skyline views from EVERY WINDOW,280778187,Danielle,,Back Bay,42.34322,-71.084,Entire home/apt,,91,5,2019-09-29,0.08,1,0,0,
37386681,Brigham Circle Longwood/HMS/BI/Dana Farber,184906834,Janice,,Mission Hill,42.33312,-71.10272,Entire home/apt,,3,86,2024-08-29,1.40,4,0,13,STR-489650
37461678,Private basement guest room in a cozy home,82861960,Lelia,,Roslindale,42.27507,-71.13524,Private room,50,29,63,2024-08-17,1.01,1,92,5,STR446549
37583345,401 W 1st St Unit 403 - OMICRON,41414501,Robert,,South Boston Waterfront,42.33817,-71.04462,Entire home/apt,,91,1,2019-09-14,0.02,1,0,0,
37589402,"Queen Casper Bed, Private Bath Walk to the Airport",8958031,Simon,,East Boston,42.36583,-71.03089,Private room,,29,10,2020-03-06,0.16,2,0,0,STR-408998
37630538,"Charming Back Bay, Beacon St. Apt. w/ Private Roof",40508782,Rebecca,,Back Bay,42.35462,-71.07637,Entire home/apt,364,3,129,2024-09-03,2.09,1,157,26,STR-414144
37709158,"Blueground | South End, laundry, nr t stops",107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,195,32,1,2019-10-31,0.02,355,230,0,
37709576,"North End- Newly Renovated, Prof. Clean, 1bd Apt",697401,Nick,,North End,42.36575,-71.05544,Entire home/apt,145,29,20,2024-09-03,0.35,4,100,5,
37718326,LUXURY CONDO BEST LOCATION IN BOSTON,275833371,Karl,,Downtown,42.35473,-71.0622,Entire home/apt,,91,0,,,2,365,0,
37748817,Large room 5 mins walk to green T 10 mins to BC,200455160,Mo,,Brighton,42.34274,-71.15441,Private room,,91,0,,,5,0,0,
37749165,LUxury condo in downtown Boston best location,275833371,Karl,,Downtown,42.35535,-71.06257,Entire home/apt,,91,0,,,2,358,0,
37768013,Casa de Benny,12982278,Benny,,Roxbury,42.32523,-71.08734,Private room,,29,27,2022-09-03,0.44,1,0,0,STR-414006
37823144,Boston Studio Near Downtown,233411332,Brittany,,Jamaica Plain,42.31665,-71.0999,Entire home/apt,165,29,134,2024-06-01,2.24,1,365,14,STR-545184
37834744,Million Dollar South Boston 1 bed,16865734,Cathy,,South Boston Waterfront,42.34387,-71.05602,Entire home/apt,,91,0,,,1,0,0,
37912471,"Ideal for Families 2,500 sq ft Charlestown Home",27180387,Jen,,Charlestown,42.37845,-71.0635,Entire home/apt,,91,0,,,1,0,0,STR-407363
37968399,Comfortable Boston Bedroom 03,272001812,Antonio,,Dorchester,42.31178,-71.06242,Private room,90,1,110,2024-08-29,1.79,7,146,26,STR-541492
37968480,Boston Queen Bedroom 204,272001812,Antonio,,Dorchester,42.3129,-71.06285,Private room,90,1,73,2024-08-03,1.19,7,142,15,STR-541492
38018931,Sonder The Hancock | One-Bedroom Apartment,224829568,Sonder (Boston),,Beacon Hill,42.36069,-71.06323,Entire home/apt,314,1,78,2024-09-01,1.29,20,331,12,Exempt: This listing is a hotel or motel
38132369,2.33L Chocolate Sunshine,197583948,Sada,,Roxbury,42.32016,-71.08191,Shared room,,91,2,2019-09-29,0.03,1,0,0,
38134488,Studio-Brigham Circle Longwood/HMS/BI/Dana Farber,184906834,Janice,,Mission Hill,42.33312,-71.10272,Entire home/apt,163,3,222,2024-09-15,3.66,4,182,40,STR-489650
38148436,Private bedroom in South Boston nr Downtown 130-1A,26704689,Mac,,South Boston,42.33431,-71.05429,Private room,40,91,3,2021-05-08,0.05,3,90,0,
38164617,Private bedroom in South Boston nr Downtown 130-1C,26704689,Mac,,South Boston,42.33605,-71.05349,Private room,50,91,1,2019-10-16,0.02,3,90,0,
38168575,Evon | Back Bay Convention CTR | Cozy Studio S9,212359760,Mohammed Radi,,Back Bay,42.34373,-71.08324,Entire home/apt,,29,18,2020-03-23,0.29,63,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38178173,"Blueground | S. End, laundry, nr t stops",107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,198,32,1,2020-06-28,0.02,355,230,0,
38215747,109S15 · The Strathmore 15 w/AC,71783,Lance,,Brighton,42.33931,-71.15122,Entire home/apt,101,30,9,2024-08-31,0.16,29,340,3,
38285740,Beautiful South End Unit,291036089,John,,South End,42.33786,-71.06915,Entire home/apt,,91,0,,,1,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38301053,#B203 private AC full size bed 全楼禁烟Boston,105851798,Anne,,Dorchester,42.30781,-71.0653,Private room,60,29,9,2024-04-24,0.16,12,266,2,
38311023,#B202 Private Room Near Umass Boston,112905339,Weihai,,Dorchester,42.30977,-71.06435,Private room,55,29,6,2022-09-17,0.16,5,257,0,
38352489,Garden Level Oasis (with parking) in The South End,8595979,Jonathan,,South End,42.34101,-71.08103,Entire home/apt,,365,0,,,1,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38377602,Natural Woods Luxury Condo 2300 sq ft,392970,Holly,,Roxbury,42.32295,-71.09084,Entire home/apt,395,3,33,2024-07-29,0.77,1,346,2,STR-559197
38382899,Lovely place in Jamaica Plain,292283551,Vitanur,,Jamaica Plain,42.32187,-71.10862,Entire home/apt,,29,3,2020-02-23,0.05,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38384895,"Lovely place in Jamaica Plain, Room #1",292283551,Vitanur,,Jamaica Plain,42.32189,-71.10955,Private room,,29,21,2020-03-08,0.34,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385157,"Lovely place in Jamaica Plain, Room #3",292283551,Vitanur,,Jamaica Plain,42.32194,-71.10799,Private room,,29,8,2020-03-03,0.13,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385300,"Lovely place in Jamaica Plain, Room #4",292283551,Vitanur,,Jamaica Plain,42.32316,-71.1081,Private room,,29,18,2020-04-11,0.29,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385513,"Lovely place in Jamaica Plain, Room #5",292283551,Vitanur,,Jamaica Plain,42.32366,-71.10858,Private room,,29,15,2020-04-02,0.25,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385951,Long Term. Downtown theater district & Boston Park,799496,Kj,,Downtown,42.35265,-71.06292,Entire home/apt,,29,0,,,8,214,0,Exempt: This listing is a unit used for furnished institutional or business stays
38388360,Large room 5 mins to greenT 10 mins to BC,200455160,Mo,,Brighton,42.34237,-71.15418,Private room,,91,0,,,5,0,0,
38391365,1-2 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,290984032,Turana,,Allston,42.35106,-71.13502,Private room,,29,5,2020-04-15,0.09,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38391507,1-3 ★ALLSTON★ 3 Mins to Green Line T - Cozy Room,290984032,Turana,,Allston,42.35072,-71.13462,Private room,,29,3,2020-02-29,0.05,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38401070,1-4 ★ALLSTON★ 3 Mins to Green Line T - Renovated..,290984032,Turana,,Allston,42.34973,-71.1348,Private room,,29,4,2020-01-01,0.07,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38401377,2-1 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,290984032,Turana,,Allston,42.35075,-71.1368,Private room,,29,4,2020-01-19,0.07,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38407434,1863 House Bed and  Breakfast M307 Room 2,32532791,Marie,,South End,42.34364,-71.07599,Private room,195,3,64,2024-08-26,1.05,6,45,12,STR-447997
38412757,2-5 ★ALLSTON★ 3 Mins to Green Line T,218525774,Turana,,Allston,42.34925,-71.13468,Private room,,29,0,,,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38513768,"Blueground | S. End, nr shops, restaurants & t",107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,189,32,0,,,355,22,0,
38647730,1 Bed Apartment,272593664,Kelly,,East Boston,42.38765,-71.00208,Entire home/apt,,29,31,2024-04-17,0.51,1,8,1,STR-408551
38697559,Large Private Bedroom in Unique and Spacious Condo,28299940,Mauryn,,Jamaica Plain,42.32021,-71.10979,Private room,145,30,0,,,1,83,0,STR-489454
38845207,"One If By Land, Two If By Sea... this is the place",297416224,Andrew,,North End,42.36499,-71.05528,Entire home/apt,,2,32,2024-06-02,0.54,1,0,22,STR-539291
38849678,2 Bedroom guest suite in Brighton w/private bath,3847479,Jonathan,,Brighton,42.3533,-71.15811,Entire home/apt,125,1,136,2024-09-17,2.31,2,25,39,STR-413457
38882321,Boston Getaway,53597553,May,,Downtown,42.35069,-71.06331,Entire home/apt,,183,0,,,1,0,0,
38901342,Accessible Private Room #236 A,297860058,Sophia,,Fenway,42.34349,-71.09408,Private room,92,91,0,,,156,141,0,
38908913,Room near MBTA Forest Hills w/ private living room,201935605,Sherwin,,Roslindale,42.29331,-71.12254,Private room,43,29,10,2024-08-01,0.17,8,52,5,
38923194,"Room near MBTA Forest Hills, keyless self check-in",201935605,Sherwin,,Roslindale,42.29326,-71.12233,Private room,40,29,13,2024-06-30,0.22,8,72,5,
38971283,Jordan Trade Connection,298551564,Ali,,Jamaica Plain,42.32859,-71.11061,Entire home/apt,,91,0,,,1,0,0,
39004265,Modern Efficiency Studio Awaits Your Stay!,285344759,Bv,,Bay Village,42.34927,-71.06947,Private room,124,2,48,2024-08-25,0.79,19,151,10,LB-101723
39045406,Beautiful 2 bedroom in historical Fort Hill Boston,69252401,Adler,,Roxbury,42.32734,-71.09368,Entire home/apt,300,2,293,2024-09-15,6.24,1,36,64,STR-545030
39056629,Spacious Long Term Private Room Close to Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32365,-71.06864,Private room,59,29,16,2024-06-29,0.28,5,147,2,STR-470482
39129814,Sunny luxurious condo- in downtown and near beach,43870957,Connie,,South Boston,42.33139,-71.0538,Entire home/apt,,29,1,2019-12-02,0.02,1,0,0,STR-411524
39199659,Private Designed Bedroom Long Term by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32191,-71.07071,Private room,56,29,15,2024-07-27,0.27,5,286,3,STR-470482
39202885,Private Trendy modern escape from home,22096965,Amenata,,Hyde Park,42.26181,-71.11513,Entire home/apt,,29,5,2022-04-21,0.09,3,146,0,
39242821,"Primo Location, Walk To T & Marathon Finish Line!",285344759,Bv,,South End,42.34744,-71.07056,Private room,124,29,72,2024-08-06,1.20,19,162,25,STR415222
39250599,Furnished Bedroom in Modern Brighton Townhouse!,127078529,Adina,,Brighton,42.35224,-71.14952,Private room,,29,1,2022-04-01,0.03,1,0,0,Exempt: This listing is a unit that has contracts with hospitals
39281476,"One Bedroom , Top Floor",122568097,Nick,,Roxbury,42.32603,-71.09549,Entire home/apt,175,91,0,,,4,90,0,
39390476,Evon | SouthEnd | Luxury Apt | Boston Medical,212359760,Mohammed Radi,,South End,42.33708,-71.07495,Entire home/apt,,29,14,2020-05-31,0.23,63,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
39394763,Beautiful 1 Bedroom Condo in Heart of South Boston,39938304,Elizabeth,,South Boston,42.33125,-71.04975,Entire home/apt,110,31,14,2024-09-14,0.24,1,11,5,
39526806,Accessible Private Room #255 A,297860058,Sophia,,Mission Hill,42.33033290940128,-71.10268441556822,Private room,63,91,0,,,156,272,0,
39527356,Classic Private Room #255 B,297860058,Sophia,,Mission Hill,42.332459457312446,-71.10357976148273,Private room,114,91,0,,,156,141,0,
39536784,5BR triple decker apartment –15 mins to City,271440146,Caleb,,Dorchester,42.29823,-71.07104,Entire home/apt,,2,82,2024-08-31,1.91,2,336,14,STR-469078
39633100,Modern 2bed/2bath Apt | Close to TD Garden,133407298,Juliana & Ivan,,West End,42.36474,-71.06396,Entire home/apt,,29,13,2020-11-01,0.23,2,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
39686073,Luxury Beacon Hill Condo With Private Patio/Garden,305017623,Sean,,Beacon Hill,42.35847,-71.07298,Entire home/apt,200,32,2,2024-07-13,0.20,1,87,2,
39700598,Fully Furnished Long Term Bedroom by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.3225,-71.06851,Private room,57,29,11,2024-05-05,0.28,5,272,2,STR-470482
39747700,A minute walk from the Red line (Shawmut) Room 1,67637928,Yuki,,Dorchester,42.29045,-71.06868,Private room,52,32,3,2021-02-20,0.06,5,35,0,
39772695,"Boston Homestel, Double Bed",305274008,Boston,,Dorchester,42.31943,-71.05405,Private room,,1,12,2020-08-02,0.21,1,0,0,STR-383164
39788966,"Apartment w/Parking, minutes to airport / Downtown",305860570,Joseph,,East Boston,42.38483,-71.01962,Entire home/apt,259,2,181,2024-09-07,3.10,1,201,43,STR-461605
39855122,Comfortable Private Room #234 B,297860058,Sophia,,Allston,42.34990717509355,-71.1425670494338,Private room,70,91,1,2020-04-08,0.02,156,110,0,
39893738,🎖The Ashmont Apartment | Close to Subway/Downtown,102027626,Romo & Nayeli,,Dorchester,42.28791,-71.06906,Entire home/apt,217,2,180,2024-08-30,3.18,3,251,49,STR-398049
39908091,"Blueground | Brighton, a/c, nr hospital",107434423,Blueground,,Brighton,42.34965,-71.14948,Entire home/apt,234,32,0,,,355,365,0,
39966579,201C monthly rental room with private bath BU Med,41932249,Ann,,Roxbury,42.32728,-71.0814,Private room,45,91,0,,,4,90,0,
39971003,Bay Village Suites: Perfect Studio Ready For You!,285344759,Bv,,Bay Village,42.34886,-71.07055,Private room,113,2,60,2024-08-19,1.06,19,158,15,LB-101723
39984676,Country home in the city of Boston.,42947943,Emily,,Jamaica Plain,42.30639,-71.13026,Entire home/apt,,300,5,2020-03-09,0.09,1,179,0,STR-416110
40023655,Steps away from the Shawmut station!!(room 2),67637928,Yuki,,Dorchester,42.29132,-71.06655,Private room,48,30,6,2024-08-16,0.12,5,179,2,
40035442,"Prices Cannot Be Beat, Perfect Boston Apartment",285344759,Bv,,South End,42.34753,-71.0706,Private room,124,2,88,2024-08-25,1.51,19,149,32,LB-101724
40173876,Luxurious Boston Penthouse w/roof deck and hot tub,90009360,Anmol,,South End,42.34575,-71.07357,Entire home/apt,275,60,0,,,1,106,0,
40283311,Blue Waters - Harbor View,92691757,Melissa,,Charlestown,42.3699,-71.06146,Private room,336,1,38,2024-09-17,1.46,8,160,16,STR-545898
40287437,Sutton Comfort Room 1,311212997,Elisio,,Mattapan,42.28097,-71.08914,Private room,70,1,67,2022-10-23,1.18,2,165,0,STR-447613
40299766,Back Bay 1 Bedoom around the corner for Newbury St,38997,Michelle,,Back Bay,42.35036,-71.08368,Entire home/apt,110,91,0,,,13,317,0,
40348580,Comfy & Spacious 3BR in Center of Downtown Boston,100148225,Amy,,Downtown,42.35471,-71.06173,Entire home/apt,603,2,144,2024-09-16,4.86,1,175,58,STR-481430
40354322,North End Gem in Little Italy* King 1BR,43384196,Tay,,North End,42.363832368049536,-71.05625144407138,Entire home/apt,,28,26,2024-08-24,6.24,1,0,26,Exempt: This listing is a unit used for furnished institutional or business stays
40364138,Shared room 5 mins from Northeastern University,256237272,Ajith Kumar,,Mission Hill,42.33631,-71.09566,Shared room,,180,0,,,1,0,0,
40423797,"Blueground | S. Boston, doorman, nr seaport",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,228,32,2,2022-12-05,0.05,355,287,0,
40424027,2-2 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35136,-71.13603,Private room,,29,4,2020-03-16,0.07,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40424417,2-3 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35122,-71.13456,Private room,,29,3,2020-02-15,0.05,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40439006,Bright Spacious Apt w/ Free On Street Parking,116319471,Greg And Alicia,,Dorchester,42.29144,-71.0664,Entire home/apt,,29,13,2021-10-24,0.23,2,364,0,STR-416826
40481158,Hospital Haven,235950637,Lorraine,,Mission Hill,42.32947,-71.10791,Private room,65,30,18,2024-09-14,0.33,1,69,7,
40493715,"Sunny, Private, Furnished 1 Bed Condo with Porch",266312920,STARS Of,,Brighton,42.33689,-71.14996,Entire home/apt,197,29,1,2023-04-17,0.06,35,241,0,
40493790,"Furnished , Newly Renovated, Spacious Studio",266312920,STARS Of,,Brighton,42.33892,-71.15044,Entire home/apt,151,29,1,2023-07-27,0.07,35,197,0,Exempt: This listing is a unit used for furnished institutional or business stays
40538985,Contemporary South End Condo,314025657,Mary,,South End,42.33951,-71.07362,Entire home/apt,,60,7,2023-04-18,0.14,1,0,0,STR-422993
40540109,2-4 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35115,-71.13544,Private room,,29,2,2020-02-28,0.03,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40593640,"NEW! Boston Condo Near MBTA, 3Mi to Fenway! (U1)",41266357,Frank,,Roxbury,42.32009,-71.07521,Entire home/apt,312,3,138,2024-08-09,2.39,4,291,11,STR-414833
40594409,"NEW! Boston Condo Near MBTA, 3Mi to Fenway ! (U3)",41266357,Frank,,Roxbury,42.32028224048613,-71.07477278128519,Entire home/apt,297,2,122,2024-08-15,2.11,4,243,17,STR-414833
40617998,"Modern, Newly Renovated 3Bed, 2Bath, Steps to MBTA",31340713,Kama,,Brighton,42.33694,-71.15024,Entire home/apt,481,29,6,2024-08-27,0.13,33,0,2,Exempt: This listing is a unit used for furnished institutional or business stays
40622067,"Cozy, Modern, Newly Renovated 3Bed, 2Bath",266312920,STARS Of,,Brighton,42.33888,-71.14992,Entire home/apt,454,29,0,,,35,243,0,Exempt: This listing is a unit used for furnished institutional or business stays
40677987,"Stately, beautiful home",160205390,Linda,,Jamaica Plain,42.30498,-71.13186,Entire home/apt,,91,0,,,1,0,0,
40843926,Studio in Boston with Flexible Cancellations!,285344759,Bv,,Bay Village,42.34958,-71.06877,Private room,124,2,46,2024-09-04,0.80,19,154,22,LB-101723
40882667,"Perfect Boston Apartment, Book Today & Enjoy!",285344759,Bv,,Bay Village,42.34951,-71.06901,Private room,124,2,87,2024-09-01,1.52,19,152,29,LB-101723
40919597,The Boxer Boston Deluxe Double,272082418,The Boxer Hotel,,Downtown,42.3628,-71.06228,Private room,708,1,3,2022-03-17,0.08,3,333,0,Exempt: This listing is a hotel or motel
40919810,The Boxer Boston Junior Suite Accessible,272082418,The Boxer Hotel,,Downtown,42.36333,-71.06136,Private room,733,1,4,2023-12-04,0.12,3,323,1,Exempt: This listing is a hotel or motel
40919826,The Boxer Traditional Accessible King,272082418,The Boxer Hotel,,Downtown,42.3646,-71.06347,Private room,608,1,30,2024-08-11,0.81,3,336,12,Exempt: This listing is a hotel or motel
40932844,"Blueground | Downtown, doorman, nr chinatown t",107434423,Blueground,,Downtown,42.35892,-71.05416,Entire home/apt,265,32,0,,,355,269,0,
40983705,Sutton Comfort Bedroom 2,311212997,Elisio,,Mattapan,42.28313,-71.08976,Private room,70,1,106,2023-04-19,1.86,2,165,0,STR-515264
41095605,Classic Private Room #276 A,297860058,Sophia,,North End,42.36416,-71.05548,Private room,77,91,1,2022-07-11,0.04,156,290,0,
41102403,"Blueground | Downtown, a/c, nr station & td garden",107434423,Blueground,,Downtown,42.36085,-71.05662,Entire home/apt,,32,1,2024-01-13,0.12,355,10,1,
41102453,"Blueground | Downtown, laundry, nr td garden",107434423,Blueground,,Downtown,42.36085,-71.05662,Entire home/apt,,32,1,2024-05-09,0.23,355,0,1,
41102476,"Blueground | Downtown, w/d nr n station",107434423,Blueground,,Downtown,42.36085,-71.05662,Entire home/apt,,32,0,,,355,0,0,
41171395,Accessible Private Room #193 2A,297860058,Sophia,,Dorchester,42.32505,-71.05792,Private room,65,91,0,,,156,18,0,
41186382,Cozy Room in Beacon Hill/MIT/MGH. Walk Everywhere!,95634275,Sophia,,West End,42.36145,-71.06411,Private room,112,30,10,2024-08-17,0.41,7,263,3,Exempt: This listing is a unit used for furnished institutional or business stays
41262612,Guest Room and Private Bath in Meeting House Hill,96043149,Abigail,,Dorchester,42.30394,-71.06477,Private room,,7,86,2024-08-18,1.50,1,0,15,STR-544853
41360515,Delightful Beacon Hill 1 Bed | 1 Bath,3731207,Kaitlyn,,Beacon Hill,42.35803,-71.0711,Entire home/apt,155,29,26,2024-09-07,0.47,3,274,7,
41397978,1863 House Bed and  Breakfast M307 Room 1,32532791,Marie,,South End,42.34387,-71.07619,Private room,195,3,53,2024-07-01,0.96,6,35,10,STR-447997
41415978,Spacious & Beautiful Entire Apt in Boston,45694133,Dawn-Marie,,Dorchester,42.30015,-71.07738,Entire home/apt,150,4,34,2024-07-14,0.61,2,275,9,STR-526268
41474462,Boston Brownstone Gem GREAT location on Silverline,228074003,Donna,,South End,42.33917,-71.07488,Entire home/apt,91,91,1,2023-04-09,0.06,1,270,0,
41504985,A Charming South End Apt with Private Garden!,157361364,Leigh,,South End,42.34554,-71.07099,Entire home/apt,425,3,16,2024-09-13,0.29,1,135,13,STR-545819
41614184,"Spacious, comfortable room with large desk.",67103816,Firlian,,Roxbury,42.31812,-71.09069,Private room,45,30,7,2024-08-06,0.13,11,357,3,
41624190,Spacious 1st Floor Private Room Close to Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32201,-71.07015,Private room,59,29,16,2024-08-10,0.32,5,328,3,STR-470482
41645010,14P.T · The GV Twin Bedroom w/AC,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,54,30,0,,,29,335,0,
41645478,14P.P · The GV Parlor Bedroom w/AC,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,71,30,2,2022-03-26,0.04,29,352,0,
41666852,14P.B · The GV Blue Bedroom w/AC!,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,71,30,4,2023-05-20,0.07,29,161,0,
41706168,14P.M · The GV Master Bedroom w/AC!,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,71,30,4,2024-06-29,0.11,29,215,1,
41708678,"Clean, Contemporary Escape | Near T",149617117,Demetrios,,Roxbury,42.32819,-71.093346,Entire home/apt,1811,10,6,2020-08-23,0.11,3,293,0,Exempt: This listing is a unit used for furnished institutional or business stays
41763645,Spacious Egleston Square 2 bedroom (dog friendly),251061257,Mary,,Roxbury,42.31608,-71.09664,Entire home/apt,,2,16,2024-02-25,0.35,3,0,2,STR-528277
41765021,*HEART OF BOSTON* Downtown/South End/Back Bay,14016102,Jovan,,South End,42.3457,-71.07344,Entire home/apt,378,2,264,2024-09-08,5.04,3,287,66,STR-522301
41785294,"Blueground | Downtown, gym, doorman, nr chinatown",107434423,Blueground,,Chinatown,42.35229,-71.05911,Entire home/apt,269,32,0,,,355,192,0,
