id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,date,quarter,log_price,price_category,availability_rate,is_highly_available,quarter_num,is_peak_season,neighborhood_avg_price,neighborhood_median_price,neighborhood_count,price_premium_pct,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room
584760167879327211,Fenway Park Vintage Brownstone B&B (2C),411294872,Lihua,Fenway,42.34945,-71.09717,Private room,169.0,1,228,2024-12-05,6.84,7,220,74,2024-12-20,Q2,5.1298987149230735,Comfort,0.6027397260273972,True,2,True,249.06,206.0,524,-32.144864691239064,False,False,True
584823910467802819,Central 2 Bed in North End; Near Waterfront &Shops,130680380,Jodie,North End,42.36516,-71.05531,Entire home/apt,152.0,9,13,2024-02-24,0.43,20,326,1,2024-12-20,Q2,5.0238805208462765,Comfort,0.8931506849315068,True,2,True,289.53,226.5,176,-47.501122508893715,True,False,False
585231785977398127,"Blueground | N Station, gym & w/d, nr td garden",107434423,Blueground,Downtown,42.365947,-71.063473,Entire home/apt,147.0,32,1,2022-07-02,0.03,352,317,0,2024-12-20,Q2,4.990432586778736,Moderate,0.8684931506849315,True,2,True,613.64,268.0,817,-76.04458640245096,True,False,False
585232346497472151,"Blueground | N Station, gym & w/d, nr td garden",107434423,Blueground,Downtown,42.365947,-71.063473,Entire home/apt,159.0,32,1,2023-04-11,0.05,352,263,0,2024-12-20,Q2,5.0689042022202315,Comfort,0.7205479452054795,True,2,True,613.64,268.0,817,-74.08904243530408,True,False,False
587471406863973740,Amazing Boston loft,428724673,Priyanka,Roslindale,42.28925,-71.13711,Entire home/apt,150.0,3,41,2024-10-05,1.29,5,294,13,2024-12-20,Q2,5.0106352940962555,Moderate,0.8054794520547945,True,2,True,134.0,110.0,236,11.940298507462686,True,False,False
589755108125958939,I_Cozy room easy commute to Boston Downtown,89328922,Ehab,Dorchester,42.32062,-71.0568,Private room,65.0,1,106,2024-11-25,3.23,13,179,33,2024-12-20,Q2,4.174387269895637,Budget,0.4904109589041096,False,2,True,118.56,91.0,1084,-45.17543859649123,False,False,True
592638086409776058,"Blueground | N Station, gym & w/d, nr td garden",107434423,Blueground,Downtown,42.365947,-71.063473,Entire home/apt,159.0,32,0,,,352,294,0,2024-12-20,Q2,5.0689042022202315,Comfort,0.8054794520547945,True,2,True,613.64,268.0,817,-74.08904243530408,True,False,False
593275481351424048,Eagle's Landing - Logan Airport,65906832,David,East Boston,42.38032,-71.02937,Entire home/apt,85.0,1,163,2024-12-06,9.17,1,306,100,2024-12-20,Q2,4.442651256490317,Budget,0.8383561643835616,True,2,True,164.36,135.0,412,-48.284254076417625,True,False,False
594797282646385297,"Blueground | Symphony, doorman & biz center",107434423,Blueground,Fenway,42.34449130000001,-71.086708,Entire home/apt,155.0,32,0,,,352,189,0,2024-12-20,Q2,5.043425116919247,Comfort,0.5178082191780822,True,2,True,249.06,206.0,524,-37.766000160603866,True,False,False
594799813398624561,"Blueground | Symphony, doorman & biz center",107434423,Blueground,Fenway,42.34518,-71.08706,Entire home/apt,148.0,32,1,2022-08-13,0.03,352,253,0,2024-12-20,Q2,4.997212273764115,Moderate,0.6931506849315069,True,2,True,249.06,206.0,524,-40.576567895286274,True,False,False
595621385126373803,Lovely two bedroom apartment on a 2 floor unit.,8898973,Adriana & Gianni,Roxbury,42.32745,-71.0943,Entire home/apt,115.0,91,4,2023-06-11,0.13,4,195,0,2024-12-20,Q2,4.74493212836325,Moderate,0.5342465753424658,True,2,True,162.97,128.0,700,-29.43486531263423,True,False,False
597199337806607917,Private 1 Queen Bed S.End Sunroom (no smoke/pet),37226557,Cara,South End,42.343246607901605,-71.076681302475,Entire home/apt,275.0,3,35,2024-10-21,1.21,1,144,8,2024-12-20,Q2,5.616771097666572,Expensive,0.39452054794520547,False,2,True,261.17,204.0,585,5.295401462648843,True,False,False
598404279154016952,"Blueground | Symphony, doorman & biz center",107434423,Blueground,Fenway,42.34449,-71.08671,Entire home/apt,147.0,32,0,,,352,246,0,2024-12-20,Q2,4.990432586778736,Moderate,0.673972602739726,True,2,True,249.06,206.0,524,-40.97807757166948,True,False,False
598426987260237935,Recently Renovated Allston 2 Bdr Apt Near Harvard,36235833,Adam,Allston,42.36079,-71.12893,Entire home/apt,293.0,2,35,2024-12-16,1.33,1,112,19,2024-12-20,Q2,5.680172609017068,Expensive,0.30684931506849317,False,2,True,142.58,108.0,216,105.49866741478466,True,False,False
602328498990797248,Affordable Cozy 2 bed room apt Beacon Hill Boston,373675137,Liya,Beacon Hill,42.36038,-71.06589,Entire home/apt,80.0,29,9,2024-11-01,0.31,70,158,5,2024-12-20,Q2,4.382026634673881,Budget,0.4328767123287671,False,2,True,188.61,142.5,476,-57.58443348708977,True,False,False
604155121530765682,"Charming Urban Oasis- 3-BR Apt, Centrally Located",60959451,Teej,Dorchester,42.30805,-71.07671,Entire home/apt,231.0,2,30,2024-11-18,1.83,1,170,29,2024-12-20,Q2,5.442417710521793,Expensive,0.4657534246575342,False,2,True,118.56,91.0,1084,94.83805668016194,True,False,False
604223920210757772,"Blueground | S. End, w/d & Gym, nr sowa district",107434423,Blueground,South End,42.33856,-71.06907,Entire home/apt,123.0,32,0,,,352,309,0,2024-12-20,Q2,4.812184355372417,Moderate,0.8465753424657534,True,2,True,261.17,204.0,585,-52.90423861852433,True,False,False
604951714437257587,"Blueground | Back Bay, gym, nr newbury st",107434423,Blueground,Back Bay,42.348633,-71.074088,Entire home/apt,158.0,32,1,2024-03-03,0.1,352,326,1,2024-12-20,Q2,5.062595033026967,Comfort,0.8931506849315068,True,2,True,273.15,224.0,639,-42.15632436390261,True,False,False
608359192793639653,"Blueground | Back Bay, w/d & gym, walk to t",107434423,Blueground,Bay Village,42.34992,-71.06943,Entire home/apt,177.0,32,0,,,352,330,0,2024-12-20,Q2,5.176149732573829,Comfort,0.9041095890410958,True,2,True,4879.77,357.0,259,-96.37277986462477,True,False,False
608359496810075683,"Blueground | Downtown/Financial Dist, w/d & gym",107434423,Blueground,Downtown,42.35892,-71.05416,Entire home/apt,163.0,32,0,,,352,172,0,2024-12-20,Q2,5.093750200806762,Comfort,0.4712328767123288,False,2,True,613.64,268.0,817,-73.43719444625513,True,False,False
609993404493501490,Prime Central 1brm in North End Boston,2006852,Jay,North End,42.36495,-71.05249,Entire home/apt,151.0,5,135,2024-11-27,4.72,18,340,48,2024-12-20,Q2,5.017279836814924,Comfort,0.9315068493150684,True,2,True,289.53,226.5,176,-47.846509860808894,True,False,False
610021158527991851,Central 4 Bed 2 Bath near MGH and Waterfront,130680380,Jodie,Downtown,42.36611,-71.05918,Entire home/apt,600.0,9,0,,,20,285,0,2024-12-20,Q2,6.396929655216146,Premium,0.7808219178082192,True,2,True,613.64,268.0,817,-2.2228016426569304,True,False,False
611575490785459373,Welcoming large bedroom,34275177,Thomas,Roslindale,42.28263473510742,-71.12765502929688,Private room,70.0,5,16,2024-10-31,0.53,2,141,7,2024-12-20,Q2,4.248495242049359,Budget,0.3863013698630137,False,2,True,134.0,110.0,236,-47.76119402985074,False,False,True
611624616309990699,Lovely 1 bedroom apartment in downtown Boston,380623623,Sofia,Beacon Hill,42.35805,-71.06792,Entire home/apt,85.0,29,9,2024-02-10,0.3,8,178,2,2024-12-20,Q2,4.442651256490317,Budget,0.4876712328767123,False,2,True,188.61,142.5,476,-54.93346058003288,True,False,False
611835367254543088,Comfortable 2-bedroom apartment in downtown Boston,380623623,Sofia,Beacon Hill,42.35823565460668,-71.06924159274057,Entire home/apt,90.0,29,4,2024-08-05,0.16,8,178,2,2024-12-20,Q2,4.499809670330265,Budget,0.4876712328767123,False,2,True,188.61,142.5,476,-52.28248767297599,True,False,False
614069307180662598,4BD 1.5BTH Comfy Apt in Boston,2356643,StayNue,Roxbury,42.32789,-71.08992,Entire home/apt,124.0,1,13,2024-10-06,0.54,34,358,6,2024-12-20,Q2,4.820281565605037,Moderate,0.9808219178082191,True,2,True,162.97,128.0,700,-23.912376511014298,True,False,False
614662890482582714,(T5) Stylish Studio in the South End!,331225367,Foster,South End,42.34074,-71.07696,Entire home/apt,103.0,1,110,2024-11-23,3.51,76,252,32,2024-12-20,Q2,4.634728988229636,Moderate,0.6904109589041096,True,2,True,261.17,204.0,585,-60.56208599762607,True,False,False
615388600646163891,"2 Bed - WALK to subway, hospitals, food, & more",15782998,Christian,Mission Hill,42.330807,-71.112587,Entire home/apt,185.0,3,91,2024-11-28,2.86,2,105,40,2024-12-20,Q2,5.220355825078324,Comfort,0.2876712328767123,False,2,True,150.14,139.5,160,23.218329559078203,True,False,False
616616290168209593,City Oasis | Step into Public Garden & Back Bay,232009663,Annie,Beacon Hill,42.35624,-71.07335,Entire home/apt,152.0,29,10,2024-11-15,0.32,4,147,4,2024-12-20,Q2,5.0238805208462765,Comfort,0.40273972602739727,False,2,True,188.61,142.5,476,-19.410423625470553,True,False,False
619452432107274976,Paris style bedroom in a quiet Boston area,357698265,Natalie,Brighton,42.34344,-71.15595,Private room,85.0,3,58,2024-09-29,1.91,8,57,22,2024-12-20,Q2,4.442651256490317,Budget,0.15616438356164383,False,2,True,161.32,132.0,532,-47.30969501611703,False,False,True
620531678272781158,Cozy 2-bedroom apartment in downtown Boston,380623623,Sofia,West End,42.3613,-71.06494,Entire home/apt,96.0,29,5,2024-03-01,0.2,8,172,1,2024-12-20,Q2,4.564348191467836,Budget,0.4712328767123288,False,2,True,209.86,206.0,100,-54.25521776422377,True,False,False
620556935741785812,Lovely studio in downtown boston,373675137,Liya,West End,42.36153,-71.06487,Entire home/apt,83.0,29,8,2024-10-26,0.28,70,174,4,2024-12-20,Q2,4.418840607796598,Budget,0.4767123287671233,False,2,True,209.86,206.0,100,-60.44982369198514,True,False,False
620559519758727382,Lovely 2 bed 2 bath beacon hill downtown boston,373675137,Liya,West End,42.36182,-71.0654,Entire home/apt,75.0,29,2,2023-05-31,0.09,70,163,0,2024-12-20,Q2,4.31748811353631,Budget,0.4465753424657534,False,2,True,209.86,206.0,100,-64.26188887829983,True,False,False
620904371533127502,"Full 1 BDR Apt W/ Harbor Front, Skyline Views",395014290,Brian,East Boston,42.37155,-71.04287,Private room,222.0,4,25,2022-10-11,0.79,1,180,0,2024-12-20,Q2,5.402677381872279,Expensive,0.4931506849315068,False,2,True,164.36,135.0,412,35.069359941591614,False,False,True
622413306658128240,"1 Bdrm Condo w Parking, near BU BC, St Elizabeth",7848820,Kris,Allston,42.34868,-71.13847,Entire home/apt,199.0,28,4,2024-10-13,0.24,1,336,3,2024-12-20,Q2,5.293304824724492,Comfort,0.9205479452054794,True,2,True,142.58,108.0,216,39.570767288539756,True,False,False
623619726219332946,"Blueground | S. End, w/d & gym",107434423,Blueground,South End,42.33856,-71.06907,Entire home/apt,149.0,32,0,,,352,236,0,2024-12-20,Q2,5.003946305945459,Moderate,0.6465753424657534,True,2,True,261.17,204.0,585,-42.949037025692085,True,False,False
625824021434996394,"Blueground | Back Bay, laundry & gym",107434423,Blueground,Bay Village,42.34992,-71.06943,Entire home/apt,179.0,32,0,,,352,362,0,2024-12-20,Q2,5.187385805840755,Comfort,0.9917808219178083,True,2,True,4879.77,357.0,259,-96.33179432637195,True,False,False
627992010565840410,Lovely Two Bedroom Condo in South Boston,257439917,Waze,South Boston,42.33391,-71.05338,Entire home/apt,200.0,2,32,2024-11-10,1.02,2,354,5,2024-12-20,Q2,5.298317366548036,Comfort,0.9698630136986301,True,2,True,263.12,209.0,396,-23.989054423837032,True,False,False
627996566570185451,"Blueground | Somerville, gym & w/d, nr green line",107434423,Blueground,Downtown,42.36595,-71.06347,Entire home/apt,113.0,32,1,2023-04-02,0.05,352,308,0,2024-12-20,Q2,4.727387818712341,Moderate,0.8438356164383561,True,2,True,613.64,268.0,817,-81.58529430936706,True,False,False
629578258027487108,1 bedroom in owner-occupied condo.,257628897,Vanessa,Hyde Park,42.27189,-71.11775,Private room,50.0,29,1,2022-08-31,0.04,1,87,0,2024-12-20,Q2,3.912023005428146,,0.23835616438356164,False,2,True,129.21,110.0,144,-61.30330469777881,False,False,True
630246537702714331,Boston studio close to JFK Station,40995423,Bonnie,Dorchester,42.32107,-71.05923,Entire home/apt,92.0,31,3,2024-05-31,0.11,9,363,2,2024-12-20,Q2,4.5217885770490405,Budget,0.9945205479452055,True,2,True,118.56,91.0,1084,-22.402159244264507,True,False,False
630270496932782519,Boston New One bedroom close to JFK station,40995423,Bonnie,Dorchester,42.31967,-71.05772,Entire home/apt,118.0,31,1,2023-05-30,0.05,9,365,0,2024-12-20,Q2,4.770684624465665,Moderate,1.0,True,2,True,118.56,91.0,1084,-0.4723346828610006,True,False,False
630974431440794329,"Boston new one bedroom, close to T and beach",151248865,Yao,Dorchester,42.31968,-71.0574,Entire home/apt,100.0,31,1,2022-07-31,0.03,8,365,0,2024-12-20,Q2,4.605170185988092,Budget,1.0,True,2,True,118.56,91.0,1084,-15.654520917678813,True,False,False
633058908634454665,"Blueground | Downtown, gym & concierge, nr t",107434423,Blueground,Downtown,42.35376,-71.05305,Entire home/apt,150.0,32,0,,,352,289,0,2024-12-20,Q2,5.0106352940962555,Moderate,0.7917808219178082,True,2,True,613.64,268.0,817,-75.55570041066423,True,False,False
633889528816089164,Stylish living in the heart of Backbay new in Abnb,35974790,Sarp,Back Bay,42.35063934326172,-71.08123779296875,Entire home/apt,200.0,45,5,2024-11-03,0.17,1,276,1,2024-12-20,Q2,5.298317366548036,Comfort,0.7561643835616438,True,2,True,273.15,224.0,639,-26.78015742266153,True,False,False
633934314855392761,Cozy studio with kitchenette and private bathroom,106914997,Keyanna,Mattapan,42.274357,-71.088326,Entire home/apt,149.0,2,33,2024-11-10,2.05,1,357,20,2024-12-20,Q2,5.003946305945459,Moderate,0.9780821917808219,True,2,True,98.49,88.0,124,51.284394354756834,True,False,False
634844184454556559,Cozy & Private Room Near Charles River and Dining,2356643,StayNue,Brighton,42.35337,-71.16161,Private room,46.0,1,16,2024-06-07,0.52,34,365,1,2024-12-20,Q2,3.828641396489095,,1.0,True,2,True,161.32,132.0,532,-71.48524671460451,False,False,True
634865431273183644,"Cozy, adorable 1 bedroom private apartment M365-2",32532791,Marie,South End,42.344532,-71.079376,Entire home/apt,218.0,3,32,2024-10-18,1.05,6,207,9,2024-12-20,Q2,5.384495062789089,Expensive,0.5671232876712329,True,2,True,261.17,204.0,585,-16.5294635677911,True,False,False
634887497676129670,"(W5) South End Rooming House, 2 bed Studio!",371640674,Boston,South End,42.33849,-71.07591,Entire home/apt,157.0,1,55,2024-11-03,1.81,3,248,20,2024-12-20,Q2,5.056245805348308,Comfort,0.6794520547945205,True,2,True,261.17,204.0,585,-39.88589807405139,True,False,False
635678610308167658,Private floor with home office in a house w/ dogs,5681297,Matt,Roslindale,42.28377,-71.12212,Private room,99.0,2,55,2024-11-09,1.78,3,63,18,2024-12-20,Q2,4.59511985013459,Budget,0.1726027397260274,False,2,True,134.0,110.0,236,-26.119402985074625,False,False,True
636288932942854774,"New renovation ,elevator, in unit laun, South End",31340713,Kama,Roxbury,42.33559,-71.0837,Entire home/apt,189.0,29,5,2023-08-30,0.25,40,262,0,2024-12-20,Q2,5.241747015059643,Comfort,0.7178082191780822,True,2,True,162.97,128.0,700,15.972264834018532,True,False,False
638473569363708335,Lovely 1 bedroom apartment in Beacon Hill Boston,380623623,Sofia,Beacon Hill,42.35849,-71.06928,Entire home/apt,80.0,29,7,2024-11-02,0.3,8,146,3,2024-12-20,Q2,4.382026634673881,Budget,0.4,False,2,True,188.61,142.5,476,-57.58443348708977,True,False,False
640523947541604406,Prime City Location: Private Suite-separate entry.,79360660,Jaclyn,Dorchester,42.27872,-71.07145,Entire home/apt,97.0,2,99,2024-12-14,3.3,1,59,41,2024-12-20,Q2,4.574710978503383,Budget,0.16164383561643836,False,2,True,118.56,91.0,1084,-18.18488529014845,True,False,False
641394192307018561,Stunning Victorian with Office | Mins to Downtown,7362903,Karim,Roxbury,42.32441,-71.08664,Entire home/apt,153.0,2,24,2024-06-30,0.84,3,33,4,2024-12-20,Q2,5.030437921392435,Comfort,0.09041095890410959,False,2,True,162.97,128.0,700,-6.117690372461189,True,False,False
641610213253152166,Studio for Two In A Perfect location,205269848,Temple Place,Downtown,42.35408,-71.06178,Private room,72.0,2,72,2024-11-12,2.39,11,304,27,2024-12-20,Q2,4.276666119016055,Budget,0.8328767123287671,True,2,True,613.64,268.0,817,-88.26673619711883,False,False,True
641962500819403476,Wonderful 2-bedroom apt in Boston Beacon Hill,380623623,Sofia,Beacon Hill,42.35884,-71.06953,Entire home/apt,95.0,29,4,2024-01-31,0.22,8,167,1,2024-12-20,Q2,4.553876891600541,Budget,0.4575342465753425,False,2,True,188.61,142.5,476,-49.63151476591909,True,False,False
641974199506692966,Wonderful 1bedroom apartment Boston,380623623,Sofia,Beacon Hill,42.35864,-71.06899,Entire home/apt,90.0,29,4,2024-10-19,0.25,8,167,3,2024-12-20,Q2,4.499809670330265,Budget,0.4575342465753425,False,2,True,188.61,142.5,476,-52.28248767297599,True,False,False
642706953473685940,Cheerful 1-bedroom in a home,84349533,Moe,Hyde Park,42.25022,-71.12842,Private room,90.0,30,25,2024-05-16,0.81,2,364,2,2024-12-20,Q2,4.499809670330265,Budget,0.9972602739726028,True,2,True,129.21,110.0,144,-30.345948456001864,False,False,True
642948081362358926,"Cozy Top floor apt by St Elizabeth, BU, BC w/ Park",306329570,Jonathan,Brighton,42.352,-71.14877,Entire home/apt,113.0,30,15,2024-12-11,0.52,4,240,9,2024-12-20,Q2,4.727387818712341,Moderate,0.6575342465753424,True,2,True,161.32,132.0,532,-29.952888668484995,True,False,False
644007536145129443,New Modern Apt in Boston (3 Bedroom),80808278,Aundre,Dorchester,42.30009,-71.07765,Entire home/apt,140.0,29,18,2024-08-11,0.67,1,350,2,2024-12-20,Q2,4.941642422609304,Moderate,0.958904109589041,True,2,True,118.56,91.0,1084,18.08367071524966,True,False,False
645001882646487077,2BR DOG-Friendly Apt in 2-Fam Home - Comfy Retreat,463279571,Tomasz,West Roxbury,42.2938741,-71.1524408,Entire home/apt,264.0,3,51,2024-11-30,1.72,1,73,29,2024-12-20,Q2,5.575949103146316,Expensive,0.2,False,2,True,195.94,107.0,180,34.73512299683576,True,False,False
649227798792183262,Top Floor Fenway 1br w/ Patio | Keyless Entry,275849638,Steven,Fenway,42.34853335191449,-71.10454676740507,Entire home/apt,147.0,1,137,2024-12-12,4.51,75,354,50,2024-12-20,Q2,4.990432586778736,Moderate,0.9698630136986301,True,2,True,249.06,206.0,524,-40.97807757166948,True,False,False
650779319023665511,"Modern 2-bed, 2-bath, 4 min walk to Northeastern",31340713,Kama,Roxbury,42.33563,-71.08578,Entire home/apt,366.0,29,12,2024-05-05,0.59,40,345,1,2024-12-20,Q2,5.902633333401366,Expensive,0.9452054794520548,True,2,True,162.97,128.0,700,124.58121126587716,True,False,False
651321536161383325,Top of the Hill Townhouse,178096049,Sean,West Roxbury,42.27376,-71.17007,Entire home/apt,283.0,4,69,2024-12-01,2.33,1,77,27,2024-12-20,Q2,5.645446897643238,Expensive,0.21095890410958903,False,2,True,195.94,107.0,180,44.43196897009289,True,False,False
653014464547095412,Newly renovated -2 Bedroom Condo,382384906,Allan,South Boston,42.32917,-71.0533,Entire home/apt,217.0,29,12,2023-10-22,0.43,1,320,0,2024-12-20,Q2,5.37989735354046,Expensive,0.8767123287671232,True,2,True,263.12,209.0,396,-17.52812404986318,True,False,False
655514870814006563,"Blueground | South End, nr t, shops & dining",107434423,Blueground,Roxbury,42.33999439999999,-71.0814304,Entire home/apt,107.0,32,0,,,352,216,0,2024-12-20,Q2,4.672828834461906,Moderate,0.5917808219178082,True,2,True,162.97,128.0,700,-34.3437442474075,True,False,False
655515158683197472,"Blueground | Symphony, next door to laundry",107434423,Blueground,Fenway,42.3438654,-71.0880786,Entire home/apt,153.0,32,1,2023-05-07,0.05,352,364,0,2024-12-20,Q2,5.030437921392435,Comfort,0.9972602739726028,True,2,True,249.06,206.0,524,-38.56901951337027,True,False,False
655515533603303924,"Blueground | Fenway, laundry & gym",107434423,Blueground,Fenway,42.3441154,-71.0995393,Entire home/apt,155.0,32,1,2023-09-03,0.06,352,176,0,2024-12-20,Q2,5.043425116919247,Comfort,0.4821917808219178,False,2,True,249.06,206.0,524,-37.766000160603866,True,False,False
657181194249044642,"Room in a bright, mid century modern condo",260348754,Ashlee,Dorchester,42.28435,-71.05825,Private room,100.0,29,23,2023-11-19,1.43,1,179,0,2024-12-20,Q2,4.605170185988092,Budget,0.4904109589041096,False,2,True,118.56,91.0,1084,-15.654520917678813,False,False,True
658610117757260264,(KA) Stylish Studio! A+ Location Back Bay Kenmore,331225367,Foster,Fenway,42.34881,-71.09193,Entire home/apt,124.0,1,103,2024-11-10,3.47,76,68,39,2024-12-20,Q2,4.820281565605037,Moderate,0.1863013698630137,False,2,True,249.06,206.0,524,-50.212800128483096,True,False,False
658713146354442625,Luxurious Fenway 2BR Penthouse w/ Roof Deck,275849638,Steven,Fenway,42.34938,-71.09293,Entire home/apt,319.0,1,167,2024-12-04,5.56,75,292,62,2024-12-20,Q2,5.765191102784844,Expensive,0.8,True,2,True,249.06,206.0,524,28.081586766241067,True,False,False
658765857439531363,"Northeastern,Boston Medical,in unit laundry,C/A",31340713,Kama,Roxbury,42.3364,-71.08554,Entire home/apt,312.0,29,14,2023-11-05,0.72,40,216,0,2024-12-20,Q2,5.7430031878094825,Expensive,0.5917808219178082,True,2,True,162.97,128.0,700,91.44627845615759,True,False,False
659421034687309149,"Basement Studio w/ Kitchenette, Privacy, NEW BED!",9076046,Grant,Roslindale,42.27901,-71.1153,Entire home/apt,117.0,2,137,2024-11-11,5.15,1,256,33,2024-12-20,Q2,4.762173934797756,Moderate,0.7013698630136986,True,2,True,134.0,110.0,236,-12.686567164179104,True,False,False
659511501225097577,"Luxury 1Bed Loft, 2 Baths, Central Air, South End",31340713,Kama,South End,42.34041,-71.06949,Entire home/apt,170.0,60,1,2023-10-29,0.07,40,293,0,2024-12-20,Q2,5.135798437050262,Comfort,0.8027397260273973,True,2,True,261.17,204.0,585,-34.908297277635256,True,False,False
660750253855523277,Modern Apt Central to Logan Airport & Downtown,470775244,Maria,East Boston,42.36759,-71.03371,Entire home/apt,153.0,1,136,2024-12-02,4.78,1,174,44,2024-12-20,Q2,5.030437921392435,Comfort,0.4767123287671233,False,2,True,164.36,135.0,412,-6.9116573375517225,True,False,False
660763432786377137,Beautiful  single family house built on a hill,344700889,Jeff,West Roxbury,42.2945,-71.13955,Entire home/apt,371.0,29,78,2024-12-02,2.62,1,354,32,2024-12-20,Q2,5.916202062607435,Expensive,0.9698630136986301,True,2,True,195.94,107.0,180,89.34367663570481,True,False,False
662231064185723309,"Downtown Loft 2 Bedroom, Location",37907846,Boston,Leather District,42.3504614,-71.0579946,Entire home/apt,125.0,29,3,2023-12-31,0.14,9,228,1,2024-12-20,Q2,4.8283137373023015,Moderate,0.6246575342465753,True,2,True,236.8,140.0,5,-47.21283783783784,True,False,False
663554848165356274,"Blueground | N Station, gym & w/d, nr td garden",107434423,Blueground,Downtown,42.365947,-71.063473,Entire home/apt,162.0,32,0,,,352,234,0,2024-12-20,Q2,5.087596335232384,Comfort,0.6410958904109589,True,2,True,613.64,268.0,817,-73.60015644351738,True,False,False
663557367450319424,"Blueground | N. Station, w/d & gym, nr td garden",107434423,Blueground,Downtown,42.365947,-71.063473,Entire home/apt,163.0,32,0,,,352,342,0,2024-12-20,Q2,5.093750200806762,Comfort,0.936986301369863,True,2,True,613.64,268.0,817,-73.43719444625513,True,False,False
665822089820131536,Karlie’s Place mini suite,192503522,Esther,Mattapan,42.2751934,-71.094881,Private room,90.0,29,20,2023-10-28,0.98,2,365,0,2024-12-20,Q2,4.499809670330265,Budget,1.0,True,2,True,98.49,88.0,124,-8.620164483703926,False,False,True
666008134174509650,Sunny 3 bed. Bu BC Harvard Boston landing&Hospit.,412792920,Sheila,Allston,42.35652,-71.13679,Entire home/apt,275.0,2,52,2024-12-08,2.17,2,173,28,2024-12-20,Q2,5.616771097666572,Expensive,0.473972602739726,False,2,True,142.58,108.0,216,92.8741759012484,True,False,False
666183298864581824,Nice 1 bed apt with extra bed @living room boston,373675137,Liya,Beacon Hill,42.3583,-71.0693,Entire home/apt,90.0,29,5,2024-08-11,0.26,70,178,3,2024-12-20,Q2,4.499809670330265,Budget,0.4876712328767123,False,2,True,188.61,142.5,476,-52.28248767297599,True,False,False
666718114959412512,Lovely Fenway 1br | New to Airbnb!,275849638,Steven,Fenway,42.34782782682846,-71.09417717227724,Entire home/apt,149.0,1,164,2024-11-22,5.5,75,358,63,2024-12-20,Q2,5.003946305945459,Moderate,0.9808219178082191,True,2,True,249.06,206.0,524,-40.175058218903075,True,False,False
668877697630181000,Amazing Beacon Hill three bed two bath apt,373675137,Liya,Beacon Hill,42.35979,-71.06557,Entire home/apt,130.0,29,6,2024-06-03,0.35,70,161,3,2024-12-20,Q2,4.867534450455582,Moderate,0.4410958904109589,False,2,True,188.61,142.5,476,-31.07470441652087,True,False,False
669738658809306751,Most attractive 1 bedroom apt with 2 beds Boston,373675137,Liya,Beacon Hill,42.35974,-71.06582,Entire home/apt,90.0,29,7,2024-11-22,0.37,70,189,5,2024-12-20,Q2,4.499809670330265,Budget,0.5178082191780822,True,2,True,188.61,142.5,476,-52.28248767297599,True,False,False
670091887090570677,Fantastic 3 bedroom Condo.Everything is brand New!,79864748,Karolina,Mattapan,42.2736,-71.07226,Entire home/apt,238.0,2,32,2024-11-30,1.68,3,347,19,2024-12-20,Q2,5.472270673671475,Expensive,0.9506849315068493,True,2,True,98.49,88.0,124,141.64889836531626,True,False,False
670091950992430240,Lovely Studio unit. Everything new!,79864748,Karolina,Mattapan,42.27173,-71.07147,Entire home/apt,132.0,2,42,2024-11-15,1.43,3,365,10,2024-12-20,Q2,4.882801922586371,Moderate,1.0,True,2,True,98.49,88.0,124,34.02375875723425,True,False,False
670105594005404482,"Blueground | Back Bay, w/d, nr green line",107434423,Blueground,Back Bay,42.3496453,-71.0813703,Entire home/apt,125.0,32,0,,,352,227,0,2024-12-20,Q2,4.8283137373023015,Moderate,0.6219178082191781,True,2,True,273.15,224.0,639,-54.23759838916345,True,False,False
670516883910999694,Lovely beacon hill one bed room apt with two beds,373675137,Liya,Beacon Hill,42.36029,-71.06609,Entire home/apt,115.0,29,3,2023-12-16,0.13,70,167,0,2024-12-20,Q2,4.74493212836325,Moderate,0.4575342465753425,False,2,True,188.61,142.5,476,-39.027623137691535,True,False,False
670544036866270163,Amazing two bed room apt in boston beacon hill,373675137,Liya,Beacon Hill,42.36091,-71.06944,Entire home/apt,90.0,29,7,2024-10-27,0.28,70,133,3,2024-12-20,Q2,4.499809670330265,Budget,0.3643835616438356,False,2,True,188.61,142.5,476,-52.28248767297599,True,False,False
670559820149361567,Nice 1 bed apt with extra bed @living room Boston,373675137,Liya,Beacon Hill,42.36023,-71.0711,Entire home/apt,78.0,29,6,2024-03-13,0.21,70,165,2,2024-12-20,Q2,4.356708826689592,Budget,0.4520547945205479,False,2,True,188.61,142.5,476,-58.64482264991252,True,False,False
671271554310520439,One Bedroom By Boston Common,316148588,TemplePlace,Downtown,42.35593,-71.06118,Entire home/apt,83.0,2,80,2024-12-03,2.73,8,276,38,2024-12-20,Q2,4.418840607796598,Budget,0.7561643835616438,True,2,True,613.64,268.0,817,-86.47415422723421,True,False,False
