id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,date,quarter,log_price,price_category,availability_rate,is_highly_available,quarter_num,is_peak_season,neighborhood_avg_price,neighborhood_median_price,neighborhood_count,price_premium_pct,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room
14950328,"""Port"" View - Queen Ensuite",92691757,Melissa,Charlestown,42.37216,-71.05937,Private room,172.0,1,91,2024-10-20,0.9,8,180,9,2024-12-20,Q2,5.147494476813453,Comfort,0.4931506849315068,False,2,True,313.87,209.0,188,-45.20024213846497,False,False,True
14950476,Inn the Moment - Harbor View,92691757,Melissa,Charlestown,42.37006,-71.06159,Private room,225.0,1,54,2024-10-20,0.54,8,145,5,2024-12-20,Q2,5.41610040220442,Expensive,0.3972602739726027,False,2,True,313.87,209.0,188,-28.31427023927104,False,False,True
15016872,Washer+Dryer+Parking!*Private suite*Cul de sac*,34614605,Zvi,Brighton,42.34124,-71.15811,Entire home/apt,78.0,2,318,2024-11-30,3.6,1,56,42,2024-12-20,Q2,4.356708826689592,Budget,0.15342465753424658,False,2,True,161.32,132.0,532,-51.648896603025044,True,False,False
15085512,Cozy private  room,95460673,Jacinter,Roxbury,42.3243,-71.07328,Private room,53.0,91,46,2024-07-27,0.46,1,243,1,2024-12-20,Q2,3.970291913552122,Budget,0.6657534246575343,True,2,True,162.97,128.0,700,-67.47867705712707,False,False,True
15147053,Historic JP Brownstone with Parking. Pets Welcome!,14630158,Lynel,Jamaica Plain,42.30974,-71.10798,Entire home/apt,203.0,1,515,2024-12-10,5.2,1,121,61,2024-12-20,Q2,5.313205979041787,Expensive,0.3315068493150685,False,2,True,210.5,156.5,392,-3.5629453681710213,True,False,False
15148487,BEAUTIFUL BEACON HILL 2 BEDROOM!,3731207,Kaitlyn,Beacon Hill,42.3575,-71.07138,Entire home/apt,273.0,4,448,2024-11-30,4.49,3,231,49,2024-12-20,Q2,5.60947179518496,Expensive,0.6328767123287671,True,2,True,188.61,142.5,476,44.74312072530618,True,False,False
15177273,Renovated House Clean Room near Orange line & Park,18517776,Huggy,Roxbury,42.31313,-71.09335,Private room,39.0,91,2,2017-11-21,0.02,31,365,0,2024-12-20,Q2,3.6635616461296463,,1.0,True,2,True,162.97,128.0,700,-76.0692151929803,False,False,True
15256830,Savin Hill by the Sea with Private Bath,72139831,Robin,Dorchester,42.3094,-71.04672,Private room,100.0,1,383,2024-11-23,3.85,4,202,51,2024-12-20,Q2,4.605170185988092,Budget,0.5534246575342465,True,2,True,118.56,91.0,1084,-15.654520917678813,False,False,True
15281436,Charming Oasis Near Downtown & Airport,5618949,Alan,East Boston,42.37814,-71.03272,Entire home/apt,92.0,29,61,2020-11-30,0.64,13,180,0,2024-12-20,Q2,4.5217885770490405,Budget,0.4931506849315068,False,2,True,164.36,135.0,412,-44.025310294475545,True,False,False
15376003,Spacious guest suite on Dorchester Heights,98244983,Kevin And Diane,South Boston,42.33385,-71.04569,Private room,137.0,2,363,2024-11-24,3.68,1,85,48,2024-12-20,Q2,4.919980925828125,Moderate,0.2328767123287671,False,2,True,263.12,209.0,396,-47.93250228032837,False,False,True
15453527,"Renovated Clean house, Orange Line, EZ to Longwood",18517776,Huggy,Roxbury,42.31313,-71.09335,Private room,39.0,91,5,2018-01-28,0.05,31,365,0,2024-12-20,Q2,3.6635616461296463,,1.0,True,2,True,162.97,128.0,700,-76.0692151929803,False,False,True
15521407,Large Private room in Savin Hill,72139831,Robin,Dorchester,42.30918,-71.04643,Private room,75.0,1,284,2024-12-03,2.87,4,290,46,2024-12-20,Q2,4.31748811353631,Budget,0.7945205479452054,True,2,True,118.56,91.0,1084,-36.74089068825911,False,False,True
15660279,Lrg 4 Bdrm Prvt. Patio Quiet Top Location Parking,66257167,Victoria,Bay Village,42.35027,-71.06853,Entire home/apt,175.0,2,313,2024-11-24,3.17,2,77,16,2024-12-20,Q2,5.1647859739235145,Comfort,0.21095890410958903,False,2,True,4879.77,357.0,259,-96.41376540287759,True,False,False
15710997,Large relaxing apt. next to metro 20min to Boston,6430732,Victoria/Tim,Dorchester,42.29303,-71.06693,Entire home/apt,120.0,31,135,2024-10-20,1.42,2,87,1,2024-12-20,Q2,4.787491742782046,Moderate,0.23835616438356164,False,2,True,118.56,91.0,1084,1.2145748987854232,True,False,False
15819226,Back Bay Condo on Marlborough Street!,5139380,Cheryl,Back Bay,42.35125,-71.08667,Entire home/apt,500.0,29,31,2022-05-29,0.33,1,363,0,2024-12-20,Q2,6.214608098422191,Expensive,0.9945205479452055,True,2,True,273.15,224.0,639,83.04960644334616,True,False,False
15821724,"Upscale 2 Bdrm Suite: Kitchen, Spa Bath, Laundry",44448784,Peter,Dorchester,42.28,-71.06983,Entire home/apt,115.0,5,228,2024-12-14,2.86,1,157,30,2024-12-20,Q2,4.74493212836325,Moderate,0.4301369863013699,False,2,True,118.56,91.0,1084,-3.0026990553306363,True,False,False
15832498,Victorian Treetop Apartment - Close to Everything!,102515900,Kenneth,Jamaica Plain,42.31764,-71.10922,Entire home/apt,341.0,7,74,2024-10-30,0.9,1,324,4,2024-12-20,Q2,5.831882477283517,Expensive,0.8876712328767123,True,2,True,210.5,156.5,392,61.995249406175766,True,False,False
15985435,Charming Charlestown Condo (Pet Friendly/Peloton)!,23692234,Whitney,Charlestown,42.37294,-71.06478,Entire home/apt,150.0,31,52,2024-12-13,0.56,1,269,2,2024-12-20,Q2,5.0106352940962555,Moderate,0.736986301369863,True,2,True,313.87,209.0,188,-52.20951349284736,True,False,False
16013285,Clean & Spacious 2 bedroom Near Downtown,68235152,Shawn,Dorchester,42.29181,-71.05264,Entire home/apt,215.0,2,156,2024-10-27,1.69,1,257,7,2024-12-20,Q2,5.3706380281276624,Expensive,0.7041095890410959,True,2,True,118.56,91.0,1084,81.34278002699055,True,False,False
16148182,~*Pet Friendly 30min to Downtown*~ THE BOSTONIAN,14016102,Jovan,Hyde Park,42.26145553588867,-71.11660766601562,Entire home/apt,97.0,2,287,2024-11-30,2.94,3,341,40,2024-12-20,Q2,4.574710978503383,Budget,0.9342465753424658,True,2,True,129.21,110.0,144,-24.928411113690895,True,False,False
16233671,Garden room next to T stop/bus hub.,21745230,Jurek,Charlestown,42.38185,-71.07693,Private room,80.0,2,99,2024-10-09,1.09,12,313,20,2024-12-20,Q2,4.382026634673881,Budget,0.8575342465753425,True,2,True,313.87,209.0,188,-74.51174052951859,False,False,True
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,21745230,Jurek,Charlestown,42.38379,-71.0783,Private room,136.0,1,174,2024-10-07,1.79,12,266,10,2024-12-20,Q2,4.912654885736052,Moderate,0.7287671232876712,True,2,True,313.87,209.0,188,-56.669958900181605,False,False,True
16413314,Modern Brownstone - walk to Longwood Medical Area!,6570954,Tobias,Roxbury,42.32676,-71.09364,Private room,80.0,6,99,2024-10-29,1.04,1,55,22,2024-12-20,Q2,4.382026634673881,Budget,0.1506849315068493,False,2,True,162.97,128.0,700,-50.91121065226729,False,False,True
16453657,Quiet & Perfect Location Near The Red Line!,16186589,Marie,Dorchester,42.28732,-71.06625,Private room,50.0,30,4,2024-11-30,0.05,27,364,1,2024-12-20,Q2,3.912023005428146,,0.9972602739726028,True,2,True,118.56,91.0,1084,-57.827260458839405,False,False,True
16459191,"Stylish, Best Location Back Bay Studio!",107981961,Eva,Back Bay,42.35349,-71.07595,Entire home/apt,150.0,29,152,2024-08-03,1.57,1,180,2,2024-12-20,Q2,5.0106352940962555,Moderate,0.4931506849315068,False,2,True,273.15,224.0,639,-45.08511806699615,True,False,False
16479752,Large bedroom- easy access to Boston and Cambridge,21745230,Jurek,Charlestown,42.38191,-71.07865,Private room,75.0,1,3,2020-02-07,0.03,12,56,0,2024-12-20,Q2,4.31748811353631,Budget,0.15342465753424658,False,2,True,313.87,209.0,188,-76.10475674642367,False,False,True
16517776,Next to T stop-10 min to downtown Boston/Cambridge,21745230,Jurek,Charlestown,42.38183,-71.07888,Private room,76.0,1,101,2024-10-05,1.08,12,286,11,2024-12-20,Q2,4.330733340286331,Budget,0.7835616438356164,True,2,True,313.87,209.0,188,-75.78615350304267,False,False,True
16545081,"Renovated, Clean, Quiet & Safe Near Orange Line",18517776,Huggy,Roxbury,42.31341,-71.09356,Private room,39.0,100,3,2019-10-18,0.03,31,365,0,2024-12-20,Q2,3.6635616461296463,,1.0,True,2,True,162.97,128.0,700,-76.0692151929803,False,False,True
16678094,"Charming, Quiet Fort Hill One-Bedroom",13544760,Matthew,Roxbury,42.324315539246854,-71.09195369415323,Private room,105.0,2,112,2024-11-03,1.17,1,336,5,2024-12-20,Q2,4.653960350157523,Moderate,0.9205479452054794,True,2,True,162.97,128.0,700,-35.57096398110082,False,False,True
16770690,Maria's JP Rental - Boston Duplex in Jamaica Plain,111344375,Maria,Jamaica Plain,42.30745,-71.11043,Entire home/apt,213.0,4,98,2024-12-02,1.28,1,192,19,2024-12-20,Q2,5.3612921657094255,Expensive,0.5260273972602739,True,2,True,210.5,156.5,392,1.187648456057007,True,False,False
16894082,South Boston. Minutes away from Convention Center,27636546,Tanya & Simon.,South Boston,42.33509,-71.0288,Entire home/apt,290.0,2,61,2024-11-09,0.65,1,265,11,2024-12-20,Q2,5.66988092298052,Expensive,0.726027397260274,True,2,True,263.12,209.0,396,10.215871085436302,True,False,False
16909100,Modern luxe 1st Flr 2BR apartment steps from train,68078375,Ann-Marie & George,Jamaica Plain,42.32036,-71.10403,Entire home/apt,159.0,3,172,2024-12-15,1.83,1,271,40,2024-12-20,Q2,5.0689042022202315,Comfort,0.7424657534246575,True,2,True,210.5,156.5,392,-24.46555819477435,True,False,False
16923467,Quiet stay in a Brookline Village,6963539,Joseph,West Roxbury,42.29506,-71.15325,Private room,500.0,91,5,2017-04-24,0.05,1,90,0,2024-12-20,Q2,6.214608098422191,Expensive,0.2465753424657534,False,2,True,195.94,107.0,180,155.18015719097684,False,False,True
16971718,A Victorian Secret AMAZING apt.  in Historic Home,446136994,Heidi,Roxbury,42.3237,-71.09514,Entire home/apt,223.0,2,301,2024-12-08,3.49,1,288,51,2024-12-20,Q2,5.407171771460119,Expensive,0.7890410958904109,True,2,True,162.97,128.0,700,36.83500030680493,True,False,False
17210305,Renovated House Clean room,18517776,Huggy,Roxbury,42.31313,-71.09335,Private room,39.0,91,3,2017-12-01,0.03,31,365,0,2024-12-20,Q2,3.6635616461296463,,1.0,True,2,True,162.97,128.0,700,-76.0692151929803,False,False,True
17222935,Reasonable  Place for your stay near the T Lines!,16186589,Marie,Dorchester,42.30042,-71.0642,Private room,45.0,30,11,2024-06-01,0.12,27,364,1,2024-12-20,Q2,3.8066624897703196,,0.9972602739726028,True,2,True,118.56,91.0,1084,-62.044534412955464,False,False,True
17223845,Right location & Private Room w/ Airbed Near T!,16186589,Marie,Dorchester,42.30042,-71.06435,Private room,45.0,30,16,2023-12-31,0.18,27,362,1,2024-12-20,Q2,3.8066624897703196,,0.9917808219178083,True,2,True,118.56,91.0,1084,-62.044534412955464,False,False,True
17430142,Renovated Clean Quiet House near Orange line,18517776,Huggy,Roxbury,42.31341,-71.09358,Private room,39.0,150,2,2017-06-22,0.02,31,180,0,2024-12-20,Q2,3.6635616461296463,,0.4931506849315068,False,2,True,162.97,128.0,700,-76.0692151929803,False,False,True
17523133,"Entire floor, private bath, 2 mins walk to subway",88194508,Glenn,Dorchester,42.28499,-71.06211,Private room,117.0,2,376,2024-10-24,3.97,1,145,44,2024-12-20,Q2,4.762173934797756,Moderate,0.3972602739726027,False,2,True,118.56,91.0,1084,-1.3157894736842124,False,False,True
17523630,Private & serene getaway in beautiful JP,30593609,Jennifer,Jamaica Plain,42.31299,-71.11876,Entire home/apt,186.0,3,280,2024-12-10,2.96,1,334,33,2024-12-20,Q2,5.225746673713202,Comfort,0.915068493150685,True,2,True,210.5,156.5,392,-11.63895486935867,True,False,False
17529340,S End/B Bay border! Copley Location- Perfect 1 Br,89406568,Denise,South End,42.34566,-71.07433,Entire home/apt,319.0,3,280,2024-11-17,2.97,1,93,24,2024-12-20,Q2,5.765191102784844,Expensive,0.2547945205479452,False,2,True,261.17,204.0,585,22.14266569667266,True,False,False
17541222,Room for up to 4 in Updated 1 BR apt by T!,18150109,Alex,Roxbury,42.32852,-71.09581,Entire home/apt,153.0,91,159,2019-12-09,1.68,5,267,0,2024-12-20,Q2,5.030437921392435,Comfort,0.7315068493150685,True,2,True,162.97,128.0,700,-6.117690372461189,True,False,False
17559493,"NEW 2nd Floor, 2BR Downtown Boston",118122992,Billy,Chinatown,42.34903,-71.062,Entire home/apt,260.0,3,302,2024-11-26,3.2,4,229,37,2024-12-20,Q2,5.560681631015528,Expensive,0.6273972602739726,True,2,True,256.53,239.0,75,1.3526683039020886,True,False,False
17559756,"NEW 3rd Floor, 2BR Downtown Boston",118122992,Billy,Chinatown,42.3503,-71.06037,Entire home/apt,222.0,3,266,2024-11-24,2.82,4,153,50,2024-12-20,Q2,5.402677381872279,Expensive,0.4191780821917808,False,2,True,256.53,239.0,75,-13.460413986668215,True,False,False
17559846,NEW B 1BR Downtown Boston,118122992,Billy,Chinatown,42.34835,-71.06039,Entire home/apt,145.0,29,217,2024-10-29,2.3,4,365,3,2024-12-20,Q2,4.976733742420574,Moderate,1.0,True,2,True,256.53,239.0,75,-43.47639652282383,True,False,False
17567087,Charming South End Duplex (Pets Ok),119265681,Maude,South End,42.34351,-71.06889,Entire home/apt,350.0,2,362,2024-12-15,3.83,2,158,46,2024-12-20,Q2,5.857933154483459,Expensive,0.4328767123287671,False,2,True,261.17,204.0,585,34.01232913428034,True,False,False
17573922,"NEW 1st Floor, 1BR Downtown Boston",118122992,Billy,Chinatown,42.34986,-71.06197,Entire home/apt,180.0,29,150,2024-09-18,1.59,4,365,2,2024-12-20,Q2,5.19295685089021,Comfort,1.0,True,2,True,256.53,239.0,75,-29.832768097298555,True,False,False
17588460,Fenway/Back Bay Luxury Apt-,38997,Michelle,Fenway,42.34651,-71.08957,Entire home/apt,129.0,91,3,2017-09-01,0.03,13,364,0,2024-12-20,Q2,4.859812404361672,Moderate,0.9972602739726028,True,2,True,249.06,206.0,524,-48.20525174656709,True,False,False
17616603,Charming South-End condo with large outdoor patio,55900538,Michael,South End,42.33959,-71.08015,Entire home/apt,247.0,1,342,2024-12-01,3.64,1,284,44,2024-12-20,Q2,5.5093883366279774,Expensive,0.7780821917808219,True,2,True,261.17,204.0,585,-5.425584868093584,True,False,False
17676984,Private room-10 min to downtown15 min to Cambridge,21745230,Jurek,Charlestown,42.38376,-71.07707,Private room,82.0,1,5,2017-09-02,0.05,12,73,0,2024-12-20,Q2,4.406719247264253,Budget,0.2,False,2,True,313.87,209.0,188,-73.87453404275655,False,False,True
17701434,"Sleek, Stylish Place | near South End",42431392,Frank,Roxbury,42.3295,-71.08817,Entire home/apt,149.0,10,91,2024-10-16,0.97,7,263,2,2024-12-20,Q2,5.003946305945459,Moderate,0.7205479452054795,True,2,True,162.97,128.0,700,-8.572129839847824,True,False,False
17704067,Great Location for your stay!,16186589,Marie,Dorchester,42.30656,-71.07173,Private room,40.0,30,18,2024-11-19,0.2,27,202,5,2024-12-20,Q2,3.6888794541139363,,0.5534246575342465,True,2,True,118.56,91.0,1084,-66.26180836707152,False,False,True
17779084,Huge rm Renovated Clean Subway Safe neighborhood,18517776,Huggy,Roxbury,42.31333,-71.09339,Private room,39.0,91,0,,,31,365,0,2024-12-20,Q2,3.6635616461296463,,1.0,True,2,True,162.97,128.0,700,-76.0692151929803,False,False,True
17791011,Back Bay Cozy Studio In Brownstone first floor,57329784,David,Back Bay,42.3512284185588,-71.08858946710825,Entire home/apt,102.0,1,212,2024-12-18,7.1,2,108,74,2024-12-20,Q2,4.624972813284271,Moderate,0.2958904109589041,False,2,True,273.15,224.0,639,-62.65788028555739,True,False,False
17806747,Brand New North End Luxurious One Bedroom Condo up,10250257,Caroline,North End,42.36393,-71.05223,Entire home/apt,130.0,91,15,2022-02-28,0.16,2,110,0,2024-12-20,Q2,4.867534450455582,Moderate,0.3013698630136986,False,2,True,289.53,226.5,176,-55.09964425102753,True,False,False
17849739,Suitable & Convenient Private Bedroom Near T!,16186589,Marie,Dorchester,42.28964,-71.06607,Private room,45.0,30,12,2024-10-01,0.15,27,189,2,2024-12-20,Q2,3.8066624897703196,,0.5178082191780822,True,2,True,118.56,91.0,1084,-62.044534412955464,False,False,True
17927755,Master Bedroom/Private Bathroom/Mission Hill/JP,106269675,Nadia,Mission Hill,42.32938,-71.11024,Private room,69.0,29,81,2024-11-24,0.86,1,333,3,2024-12-20,Q2,4.23410650459726,Budget,0.9123287671232877,True,2,True,150.14,139.5,160,-54.04289329958705,False,False,True
17969508,Renovated House Large Bay Windows Near Orange Line,18517776,Huggy,Roxbury,42.31343,-71.09345,Private room,39.0,150,0,,,31,365,0,2024-12-20,Q2,3.6635616461296463,,1.0,True,2,True,162.97,128.0,700,-76.0692151929803,False,False,True
17974950,"★ Sunny, Spacious & Modern ★ Cleaned & Sanitized!",69587,Boris & Susan,East Boston,42.37642,-71.03784,Private room,54.0,1,826,2024-12-10,8.89,8,362,94,2024-12-20,Q2,3.9889840465642745,Budget,0.9917808219178083,True,2,True,164.36,135.0,412,-67.14529082501825,False,False,True
18023901,C_Large room easy commute to Boston Downtown.,89328922,Ehab,Dorchester,42.32116317572481,-71.05723853260125,Private room,66.0,1,132,2024-11-23,1.73,13,176,41,2024-12-20,Q2,4.189654742026425,Budget,0.4821917808219178,False,2,True,118.56,91.0,1084,-44.33198380566802,False,False,True
18055117,Boston Strong,124261946,Kimberly,Dorchester,42.30403,-71.07564,Private room,36.0,91,2,2019-09-01,0.02,1,179,0,2024-12-20,Q2,3.58351893845611,,0.4904109589041096,False,2,True,118.56,91.0,1084,-69.63562753036437,False,False,True
18159981,Sunny Boston Apartment,30732884,Jeffery,Dorchester,42.28897,-71.06613,Entire home/apt,165.0,91,76,2024-07-14,0.82,2,365,2,2024-12-20,Q2,5.10594547390058,Comfort,1.0,True,2,True,118.56,91.0,1084,39.17004048582996,True,False,False
18170647,"Steps to public transport, Boston Coll, Roof Deck",31340713,Kama,Brighton,42.34133,-71.14605,Entire home/apt,155.0,30,4,2023-01-03,0.05,40,314,0,2024-12-20,Q2,5.043425116919247,Comfort,0.8602739726027397,True,2,True,161.32,132.0,532,-3.9176791470369414,True,False,False
18199963,“The Tower Room” at The Perthshire House.,16441460,Charles,Brighton,42.35395,-71.16776,Private room,89.0,1,201,2024-12-05,2.19,6,355,25,2024-12-20,Q2,4.48863636973214,Budget,0.9726027397260274,True,2,True,161.32,132.0,532,-44.8301512521696,False,False,True
18290558,★ Spacious & Modern ★ Professionally Sanitized ★,69587,Boris & Susan,East Boston,42.3748,-71.03803,Private room,54.0,1,917,2024-12-15,9.87,8,363,86,2024-12-20,Q2,3.9889840465642745,Budget,0.9945205479452055,True,2,True,164.36,135.0,412,-67.14529082501825,False,False,True
18354570,Newly Remodeled Studio in Back Bay - River View,66334205,Zack,Back Bay,42.35318,-71.07904,Entire home/apt,150.0,30,143,2024-10-01,1.54,1,179,3,2024-12-20,Q2,5.0106352940962555,Moderate,0.4904109589041096,False,2,True,273.15,224.0,639,-45.08511806699615,True,False,False
18368646,"M&R - Private Bdrm Living Room, Bathroom & Parking",7988017,Polly M,Dorchester,42.29189,-71.0574,Private room,72.0,29,105,2024-07-27,1.13,3,264,1,2024-12-20,Q2,4.276666119016055,Budget,0.7232876712328767,True,2,True,118.56,91.0,1084,-39.27125506072874,False,False,True
18526885,"Spacious, stylish, modern apartment on Orange Line",106950426,Paul,Roxbury,42.31737,-71.09498,Private room,50.0,90,17,2024-10-31,0.18,2,362,2,2024-12-20,Q2,3.912023005428146,,0.9917808219178083,True,2,True,162.97,128.0,700,-69.31950665766705,False,False,True
18584891,"◇Cape Cod Suite, with Private Bath ◇",31035862,Roger Michael,Dorchester,42.29402,-71.06196,Private room,186.0,1,920,2024-12-14,9.94,3,131,115,2024-12-20,Q2,5.225746673713202,Comfort,0.3589041095890411,False,2,True,118.56,91.0,1084,56.882591093117405,False,False,True
18612312,Logan Intl Airport - Boston I,129278480,Jay,East Boston,42.39031,-71.00178,Private room,50.0,91,1,2024-08-05,0.22,4,364,1,2024-12-20,Q2,3.912023005428146,,0.9972602739726028,True,2,True,164.36,135.0,412,-69.57897298612802,False,False,True
18613633,Boston - Logan Intl Airport III,129278480,Jay,East Boston,42.38917,-71.00362,Private room,50.0,91,4,2019-11-30,0.04,4,364,0,2024-12-20,Q2,3.912023005428146,,0.9972602739726028,True,2,True,164.36,135.0,412,-69.57897298612802,False,False,True
18736738,Spacious pet friendly 1BD APT w/ Devoted Entrance.,130336134,Elie,West Roxbury,42.29486,-71.15989,Entire home/apt,113.0,91,19,2024-08-17,0.21,1,202,2,2024-12-20,Q2,4.727387818712341,Moderate,0.5534246575342465,True,2,True,195.94,107.0,180,-42.329284474839234,True,False,False
18790023,Unwind from Boston in Comfy/Spacious PrivateRm,9705586,Estuardo,Roslindale,42.27801,-71.13446,Private room,110.0,2,95,2024-10-26,1.04,2,363,3,2024-12-20,Q2,4.700480365792417,Moderate,0.9945205479452055,True,2,True,134.0,110.0,236,-17.91044776119403,False,False,True
18875451,“The Sunset Room” at The Perthshire House.,16441460,Charles,Brighton,42.35418,-71.16776,Private room,93.0,1,236,2024-11-19,2.57,6,361,28,2024-12-20,Q2,4.532599493153256,Budget,0.989041095890411,True,2,True,161.32,132.0,532,-42.35060748822217,False,False,True
18875553,“The King's Room” at The Perthshire House.,16441460,Charles,Brighton,42.35401,-71.16776,Private room,95.0,1,99,2024-10-27,1.08,6,360,11,2024-12-20,Q2,4.553876891600541,Budget,0.9863013698630136,True,2,True,161.32,132.0,532,-41.11083560624845,False,False,True
18875599,“The Pistachio Room” at The Perthshire House.,16441460,Charles,Brighton,42.35401,-71.16776,Private room,120.0,1,115,2024-11-16,1.25,6,255,10,2024-12-20,Q2,4.787491742782046,Moderate,0.6986301369863014,True,2,True,161.32,132.0,532,-25.613687081576984,False,False,True
18945347,B204 New AC & Heating Boston private room,105851798,Anne,Dorchester,42.30742,-71.06513,Private room,60.0,29,49,2024-09-15,0.54,12,305,2,2024-12-20,Q2,4.0943445622221,Budget,0.8356164383561644,True,2,True,118.56,91.0,1084,-49.392712550607285,False,False,True
19100282,"Large, sunny hilltop home, nature lovers' paradise",133415983,Christina,Jamaica Plain,42.30308,-71.13398,Entire home/apt,500.0,3,31,2024-09-01,0.4,1,75,10,2024-12-20,Q2,6.214608098422191,Expensive,0.2054794520547945,False,2,True,210.5,156.5,392,137.52969121140143,True,False,False
19117781,"◇Cozy Townhouse Suite, with Private Bath ◇",31035862,Roger Michael,Dorchester,42.29366,-71.06422,Private room,182.0,1,874,2024-12-14,9.56,3,177,110,2024-12-20,Q2,5.204006687076795,Comfort,0.4849315068493151,False,2,True,118.56,91.0,1084,53.50877192982456,False,False,True
19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,4271667,Tianyu,Dorchester,42.31343,-71.05495,Private room,57.0,1,203,2024-11-21,2.22,1,78,30,2024-12-20,Q2,4.04305126783455,Budget,0.2136986301369863,False,2,True,118.56,91.0,1084,-51.92307692307693,False,False,True
19149341,Fun Houseboat,3029783,Deborah,Charlestown,42.37579,-71.04981,Entire home/apt,151.0,2,110,2024-11-11,1.22,3,349,9,2024-12-20,Q2,5.017279836814924,Comfort,0.9561643835616438,True,2,True,313.87,209.0,188,-51.89091024946634,True,False,False
19182289,"Renovated House, Sunny & Clean room, New Window AC",18517776,Huggy,Roxbury,42.31343,-71.0935,Private room,39.0,150,2,2018-11-23,0.02,31,365,0,2024-12-20,Q2,3.6635616461296463,,1.0,True,2,True,162.97,128.0,700,-76.0692151929803,False,False,True
19199379,Country Style.Boston Logan Airport & Train 3 bed.,9073339,Elisangela,East Boston,42.3798,-71.0347,Entire home/apt,214.0,1,427,2024-12-03,4.68,3,316,52,2024-12-20,Q2,5.365976015021851,Expensive,0.8657534246575342,True,2,True,164.36,135.0,412,30.201995619372102,True,False,False
19209066,Logan Intl Airport - Boston II,129278480,Jay,East Boston,42.38832,-71.00145,Private room,50.0,91,1,2018-02-01,0.01,4,364,0,2024-12-20,Q2,3.912023005428146,,0.9972602739726028,True,2,True,164.36,135.0,412,-69.57897298612802,False,False,True
19308245,"Beacon Hill, J. Miller Flats - Studio Flat #9",814298,Thatch,Beacon Hill,42.35956,-71.07184,Entire home/apt,149.0,1,133,2024-12-14,1.47,60,84,12,2024-12-20,Q2,5.003946305945459,Moderate,0.23013698630136986,False,2,True,188.61,142.5,476,-21.001007369704688,True,False,False
19310183,Family Home + Near Downtown + Cool Backyard!,18275791,Rob,East Boston,42.36645,-71.0298,Entire home/apt,266.0,4,191,2024-12-09,2.11,1,254,58,2024-12-20,Q2,5.583496308781699,Expensive,0.6958904109589041,True,2,True,164.36,135.0,412,61.83986371379896,True,False,False
19364110,Large clean private room close to downtown,80570686,Siena,Mission Hill,42.33209,-71.1015,Private room,129.0,2,156,2024-10-27,1.72,4,175,19,2024-12-20,Q2,4.859812404361672,Moderate,0.4794520547945205,False,2,True,150.14,139.5,160,-14.080191820967089,False,False,True
19366533,Boston step a train&bus  beautiful house,4546050,Margarita,West Roxbury,42.27971662193148,-71.16043239547865,Private room,61.0,5,38,2024-10-25,0.5,3,365,5,2024-12-20,Q2,4.110873864173311,Budget,1.0,True,2,True,195.94,107.0,180,-68.86802082270083,False,False,True
19373388,Classic New England apartment on MBTA Red line,116319471,Greg And Alicia,Dorchester,42.29031,-71.06681,Entire home/apt,95.0,29,118,2024-09-23,1.29,2,116,5,2024-12-20,Q2,4.553876891600541,Budget,0.3178082191780822,False,2,True,118.56,91.0,1084,-19.871794871794872,True,False,False
19473060,“The Sanctuary Room” at The Perthshire House.,16441460,Charles,Brighton,42.35397,-71.16775,Private room,126.0,1,145,2024-11-18,1.61,6,365,16,2024-12-20,Q2,4.836281906951478,Moderate,1.0,True,2,True,161.32,132.0,532,-21.894371435655835,False,False,True
19484144,Quirky studio in Jamaica Plain,17844905,Susan,Jamaica Plain,42.31387,-71.10864,Entire home/apt,96.0,2,130,2024-11-24,1.44,2,71,18,2024-12-20,Q2,4.564348191467836,Budget,0.19452054794520549,False,2,True,210.5,156.5,392,-54.39429928741093,True,False,False
19540224,"Free Parking at 1 Bed Basement Apt, Near BU & MIT",130680380,Jodie,Fenway,42.3494,-71.09566,Entire home/apt,48.0,29,215,2024-03-23,2.37,20,312,4,2024-12-20,Q2,3.871201010907891,,0.8547945205479452,True,2,True,249.06,206.0,524,-80.72753553360637,True,False,False
19574477,Gorgeous Audubon Circle Studios (1),70331522,Laurie,Fenway,42.34633,-71.10317,Entire home/apt,185.0,30,97,2024-09-21,1.09,4,323,2,2024-12-20,Q2,5.220355825078324,Comfort,0.8849315068493151,True,2,True,249.06,206.0,524,-25.720709869107843,True,False,False
19593368,COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON,56359408,Billy,Downtown,42.35145,-71.06461,Entire home/apt,179.0,91,50,2023-07-30,0.55,3,239,0,2024-12-20,Q2,5.187385805840755,Comfort,0.6547945205479452,True,2,True,613.64,268.0,817,-70.82980249005931,True,False,False
19727919,Shelly's Bunk Room,139072570,Lance And Shelly,East Boston,42.38138,-71.02312,Private room,65.0,1,784,2024-12-16,8.68,5,203,148,2024-12-20,Q2,4.174387269895637,Budget,0.5561643835616439,True,2,True,164.36,135.0,412,-60.45266488196642,False,False,True
